,sink_pre_siz,source_suc_siz,Common_Following,Common_Follower,Common_Following_With_Sink_Followers,Common_follower_with_source_followings,Jaccard_coefficient,Adamic_adar_index,Cn_soundarajan_hopcroft,Ra_index_soundarajan_hopcroft,Label
2245,39,1201,0,2,36.275,1.207154742,0.003971406,0.680833972,5,0,1
2246,14,1789,0,7,67.73333333,0.567597765,0.003699789,1.022921565,7,0,1
2247,1,77,0,0,0.5,0.012820513,0,0,0,0,1
2248,69,520,0,2,37.25714286,5.005758157,0.008375209,0.578716567,8,0.001606598,1
2249,84,1224,0,34,358.6588235,24.88653061,0.02908805,3.615789414,37,0,1
2250,21,1224,0,7,192.9090909,3.464489796,0.006462036,0.987285383,8,0,1
2251,204,1224,0,58,202.4780488,33.88408163,0.046120059,7.112031666,91,0.013309851,1
2252,200,1224,0,38,274.238806,44.99755102,0.028138528,3.773821722,39,0,1
2253,532,583,0,19,33.87617261,30.91780822,0.023614896,2.666589051,26,0,1
2254,152,12562,0,54,2677.980392,32.61410491,0.005899473,7.618667963,127,0.002502604,1
2255,153,12562,0,58,2547.337662,31.22582186,0.005424528,6.959308916,119,0.002526281,1
2256,19,12562,0,11,3020.85,4.809122025,0.000869978,1.080422899,11,0,1
2257,175,12562,0,68,2474.289773,34.66329698,0.006125815,7.785550289,142,0.004058819,1
2258,481,12562,0,145,1738.997925,66.71949375,0.014148755,19.02980001,314,0.011214275,1
2259,5,12562,0,1,2400.833333,1.14662103,0.000237379,0.283412958,3,0,1
2260,304,12562,0,104,2096.518033,50.8985115,0.009754194,12.90526723,222,0.006898592,1
2261,98,12562,0,41,3316.484848,26.1348404,0.003783699,4.703079692,83,0.001297366,1
2262,108,12562,0,41,2204.522936,19.12703972,0.003622618,4.785270975,79,0.002662457,1
2263,254,12562,0,83,2187.623529,44.40372522,0.007582272,9.730706101,97,0,1
2264,18,12562,0,5,1957.894737,2.961076176,0.000395288,0.481200622,5,0,1
2265,124,12562,0,48,3104.256,30.88689007,0.004803528,5.966342394,111,0.002379726,1
2266,34,12562,0,9,2385.171429,6.644989254,0.0010271,1.272639589,22,0.000603183,1
2267,35,12562,0,14,1431.055556,4.100772109,0.001106107,1.479338463,14,0,1
2268,112,12562,0,41,3116.628319,28.03303351,0.003858572,4.816553858,87,0.001546398,1
2269,50,12562,0,13,2364.196078,9.597548356,0.001341858,1.670771641,17,0,1
2270,37,12562,0,26,3390.473684,10.25535302,0.002055824,2.612373891,48,0.001360561,1
2271,64,12562,0,26,2702.369231,13.98185147,0.00252605,3.101484333,60,0.001342084,1
2272,9,2515,0,0,25.6,0.101748808,0,0,0,0,1
2273,36,2515,0,0,119.027027,1.750397456,0,0,0,0,1
2274,1,2515,0,0,2.5,0.001987281,0,0,0,0,1
2275,5,2515,0,0,90.5,0.21581876,0,0,0,0,1
2276,2,2515,0,0,15,0.017885533,0,0,0,0,1
2277,258,2515,0,6,44.1003861,4.539745628,0.002495544,0.72011699,7,0,1
2278,9,2515,0,0,60.6,0.240858506,0,0,0,0,1
2279,21,1034,0,0,66.77272727,1.419323671,0.00094697,0.077516816,1,0,1
2280,31,1034,0,3,80.46875,2.487922705,0.007554297,1.012968161,12,0.009224952,1
2281,14,1034,0,0,53.13333333,0.770048309,0.001908397,0.339763687,4,0.00587141,1
2282,253,1034,0,4,60.31102362,14.80096618,0.00703125,0.790532767,9,0,1
2283,44,1998,0,9,177.6,3.997998999,0.004403131,0.781564584,9,0,1
2284,1,1998,0,0,348,0.348174087,0,0,0,0,1
2285,34,1998,0,1,129.1142857,2.260630315,0.000489716,0.077968063,1,0,1
2286,7,8942,0,5,1624,1.452756346,0.000558347,0.553182641,5,0,1
2287,9,8942,0,5,1251.3,1.399194901,0.000669942,0.791571195,11,0.009322996,1
2288,10,8942,0,3,1126.363636,1.385441127,0.000446478,0.432133506,7,0.000492108,1
2289,2,8942,0,2,1913,0.641730963,0.000223389,0.220935244,2,0,1
2290,4,8942,0,3,2107.4,1.178239964,0.000335046,0.341727416,6,0.000492108,1
2291,131,8942,0,29,474.0757576,6.997428156,0.00320265,2.740873609,29,0,1
2292,13,8942,0,7,792.0714286,1.239964218,0.000781337,0.750183704,7,0,1
2293,57,8942,0,15,519.4827586,3.369115509,0.001667593,1.352257673,15,0,1
2294,59,8942,0,17,584.35,3.920496478,0.001889939,1.537566712,17,0,1
2295,41,8942,0,9,638.3809524,2.998099072,0.001001669,0.803664595,9,0,1
2296,2,8942,0,0,141,0.047299564,0,0,0,0,1
2297,3,8942,0,2,916.5,0.409929554,0.000223364,0.245474709,2,0,1
2298,208,1985,0,68,452.937799,47.66565962,0.031984948,6.304364548,119,0.001414854,1
2299,13,1985,0,3,471.8571429,3.326283988,0.001503006,0.271050284,3,0,1
2300,681,1985,0,45,164.5513196,56.50755287,0.017162471,4.217016113,45,0,1
2301,55,1985,0,28,580.125,16.35800604,0.013909588,2.523823799,52,0.000405679,1
2302,280,5933,0,62,717.4483986,33.97421638,0.010858995,6.4775245,120,0.001941198,1
2303,2,5933,0,1,504.3333333,0.254971352,0.000167842,0.099583173,1,0,1
2304,69,5933,0,5,426.3,5.028816987,0.001329345,0.85353269,8,0,1
2305,76,5933,0,30,1111.584416,14.4239973,0.005332445,2.974398738,62,0.000737669,1
2306,248,5933,0,40,561.1004016,23.5446579,0.007468745,4.5117053,80,0.000934319,1
2307,237,5933,0,52,743.2142857,29.80872936,0.008794788,5.177662957,102,0.001715327,1
2308,82,5933,0,23,1004.180723,14.04566903,0.003823138,2.156643451,44,0.000799107,1
2309,2,5933,0,1,791.6666667,0.400235929,0.000167842,0.114318234,1,0,1
2310,1,5933,0,0,34.5,0.011627907,0,0,0,0,1
2311,7,5933,0,3,901.625,1.21553758,0.000503271,0.274715717,3,0,1
2312,12,5933,0,3,798.6153846,1.749578699,0.000502849,0.325402544,3,0,1
2313,4,185,0,0,12,0.322580645,0,0,0,0,1
2314,23,1015,0,3,146.4583333,3.459645669,0.003524229,0.426493818,4,0,1
2315,35,7870,0,16,2363.111111,10.80828357,0.002025573,1.474950174,31,0.000317716,1
2316,27,7870,0,15,2056.964286,7.317367552,0.001900659,1.413237116,28,0.000346013,1
2317,334,7870,1200,35,517.1791045,22.01181553,0.063996609,275.8468609,1208,0,1
2318,16,7870,0,6,1544.176471,3.335154364,0.000760456,0.580581506,6,0,1
2319,173,7870,0,46,1522.752874,33.66268581,0.005744973,4.277616537,87,0.001143425,1
2320,48,7870,0,20,2156.346939,13.42408843,0.002529084,1.794547955,40,0.000378098,1
2321,583,7870,0,91,888.6044521,65.93126668,0.011111111,9.246050624,175,0.004948607,1
2322,507,7870,1089,52,622.6653543,40.18726972,0.047934102,215.2333865,1094,0,1
2323,504,7870,0,75,862.7029703,55.3506543,0.009269291,7.555609275,146,0.003748734,1
2324,335,7870,0,43,719.7232143,30.72379621,0.00526187,4.092288796,43,0,1
2325,23,7870,0,12,2046.25,6.239359675,0.00152072,1.124432495,24,0.000345907,1
2326,24,7870,0,14,2577.44,8.186507432,0.001774398,1.272875248,14,0,1
2327,87,7870,0,39,2026.454545,22.65633338,0.005046045,3.794886794,80,0.001344785,1
2328,30,7870,0,15,2086.096774,8.21610977,0.001899937,1.403666711,29,0.000424812,1
2329,5,338,0,2,13.83333333,0.244837758,0.005763689,0.348674637,3,0.001251564,1
2330,36,1647,0,10,130.8108108,2.936893204,0.005547151,1.396366842,18,0.00625839,1
2331,48,1647,0,22,257.5918367,7.658980583,0.012619889,2.89369513,39,0.00778588,1
2332,10,1647,0,2,107.2727273,0.716019417,0.001017294,0.23449249,2,0,1
2333,42,3597,0,13,983.5348837,11.75430795,0.003558719,1.247585689,25,0.000460764,1
2334,173,3597,0,21,554.7183908,26.82629238,0.005561441,1.993490822,38,0.000674941,1
2335,29,3597,0,6,716.7333333,5.976097832,0.001645188,0.542579482,10,6.66E-05,1
2336,673,3597,0,59,374.0697329,70.07309616,0.013921661,5.862392948,102,0.002243277,1
2337,169,3597,0,33,735.4117647,34.74708171,0.008776596,3.09722336,33,0,1
2338,1,394,0,0,45,0.227848101,0,0,0,0,1
2339,116,410,15,43,42.46153846,12.08759124,0.080495356,8.447773801,99,0.288114501,1
2340,7,144,0,0,15.25,0.84137931,0,0,0,0,1
2341,138,144,0,2,7.194244604,6.896551724,0.006968641,0.230523735,2,0,1
2342,2,144,0,1,5,0.103448276,0.006578947,0.186522198,1,0,1
2343,21,564,0,15,140.4545455,5.469026549,0.026041667,2.1119206,26,0.017265884,1
2344,4,232,0,0,1,0.021459227,0,0,0,0,1
2345,173,232,0,3,10.13218391,7.566523605,0.007263923,0.258803759,3,0,1
2346,171,2135,0,39,363.2848837,29.25327715,0.017188189,3.593781198,72,0.000862486,1
2347,128,2135,0,28,303,18.2991573,0.012516764,2.499006499,28,0,1
2348,92,2135,0,26,367.344086,15.99391386,0.011802088,2.402593242,46,0.000641667,1
2349,4,2135,0,2,304.4,0.712546816,0.000935016,0.149924838,2,0,1
2350,32,2135,0,7,352.969697,5.453183521,0.003237743,0.615327378,7,0,1
2351,52,801,0,6,152.5283019,10.0798005,0.006984866,0.554473753,6,0,1
2352,39,801,10,7,30.875,1.539900249,0.010848126,2.05786842,11,0,1
2353,39,7718,0,12,1197.25,6.204171525,0.001674179,1.202474885,13,0,1
2354,62,7718,0,30,1054.492063,8.606425703,0.003989704,3.259121924,45,0.003507572,1
2355,3,7718,0,1,602.5,0.312216608,0.000129182,0.094637238,1,0,1
2356,213,7718,162,72,502.9345794,13.9432569,0.017410543,28.78282715,300,0.499662962,1
2357,25,7718,0,11,1243.423077,4.188236818,0.001547988,1.148530994,12,0,1
2358,2,7718,0,0,560.3333333,0.217774323,0,0,0,0,1
2359,66,7718,0,24,874.4328358,7.589972794,0.003213368,2.608546786,35,0.003387095,1
2360,12,7718,0,4,614.6923077,1.035237725,0.000516329,0.391437265,4,0,1
2361,260,7718,0,72,797.2835249,26.95828475,0.009719768,8.023985809,77,0,1
2362,35,7718,0,18,1282.055556,5.979271926,0.002579314,1.92347453,20,0,1
2363,173,7718,105,75,327.1666667,7.374919031,0.019171305,28.99518911,273,1.062510938,1
2364,25,7718,0,13,1321.653846,4.451742454,0.001677203,1.244034481,13,0,1
2365,214,7718,0,91,622.9581395,17.3514704,0.011703346,10.77192922,155,0.027723639,1
2366,115,7718,0,25,892.75,13.41611608,0.003193256,2.437381705,25,0,1
2367,8,7718,0,0,391.8888889,0.456924472,0,0,0,0,1
2368,644,7718,0,176,626.5984496,52.35859567,0.022441761,20.36258582,251,0.033003275,1
2369,67,7718,0,28,1471.661765,12.96450317,0.003728944,2.641916967,29,0,1
2370,120,701,38,15,53.60330579,9.239316239,0.045725646,6.935233688,90,0.144785723,1
2371,110,250,0,49,27.96396396,12.36653386,0.08650519,8.397946681,95,0.12538083,1
2372,176,250,112,111,39.25988701,27.68525896,0.202731092,36.31963447,376,1.508339741,1
2373,115,250,100,84,47.12931034,21.78087649,0.198973042,29.94722776,299,1.386512128,1
2374,40,279,0,5,22.68292683,3.321428571,0.016901408,0.8453683,11,0.007737478,1
2375,66,279,14,8,29.04477612,6.95,0.018054162,3.281244556,18,0,1
2376,89,279,0,5,17.34444444,5.575,0.014851485,0.782020991,11,0.005478898,1
2377,20,136,0,1,12.38095238,1.897810219,0.006060606,0.177694976,1,0,1
2378,9,156,0,5,21.1,1.343949045,0.023041475,0.977794128,5,0,1
2379,2,910,0,1,112,0.368825467,0.001084599,0.103007617,1,0,1
2380,12,215,0,6,47.92307692,2.884259259,0.026785714,0.993538048,12,0.016327372,1
2381,78,7889,0,48,2252.21519,22.55069708,0.006056782,4.50813277,88,0.001555582,1
2382,2,7889,0,2,908.6666667,0.345500634,0.000253325,0.221143928,2,0,1
2383,213,7889,0,117,1638.028037,44.42813688,0.014641472,11.44613018,196,0.003761445,1
2384,34,7889,0,17,1617.885714,7.176932826,0.002148635,1.568989863,17,0,1
2385,218,7889,0,102,1639.703196,45.51267427,0.012732493,9.726488346,102,0,1
2386,124,7889,0,70,1843.696,29.20937896,0.008806139,6.731636001,123,0.002369936,1
2387,41,7889,0,30,2552.166667,13.58567807,0.003794586,2.795496879,58,0.000716381,1
2388,57,7889,0,16,954.5517241,7.016983523,0.002016129,1.635471882,16,0,1
2389,20,7889,0,12,2147.714286,5.71634981,0.001518411,1.062194608,12,0,1
2390,154,7889,0,120,2091.270968,41.08326996,0.015134317,11.86644724,213,0.005757044,1
2391,1636,50,1,8,1.984728161,63.70588235,0.005181347,1.277369448,9,0,1
2392,31,582,0,2,26.0625,1.430531732,0.003189793,0.190999916,2,0,1
2393,49,851,0,1,60.84,3.570422535,0.001106195,0.095243718,1,0,1
2394,35,851,0,2,83.36111111,3.522300469,0.002249719,0.176578387,2,0,1
2395,46,851,0,19,138.8085106,7.657276995,0.021517554,2.277177869,31,0.006953384,1
2396,9,6948,0,0,511.1,0.735501511,0,0,0,0,1
2397,2,6948,0,1,1201,0.518491869,0.000143781,0.107905338,2,9.45E-05,1
2398,2,6948,0,1,762,0.328968197,0.000143781,0.109891853,1,0,1
2399,2,6948,0,1,756.3333333,0.326521802,0.000143781,0.109891853,2,0.000111682,1
2400,44,6948,0,3,334.6444444,2.167074399,0.000571919,0.476641817,4,0,1
2401,3,6948,0,1,1112.75,0.640523816,0.000143761,0.107905338,1,0,1
2402,4,6948,0,1,526.4,0.378759534,0.00014374,0.107905338,1,0,1
2403,19,6948,0,1,289.65,0.833645129,0.000143431,0.094345576,1,0,1
2404,3,6948,0,1,868.25,0.499784142,0.000143761,0.107905338,1,0,1
2405,49,6948,0,3,270.22,1.944308534,0.00057151,0.425742523,5,0.001636661,1
2406,1,6948,0,1,978.5,0.281623255,0.000143802,0.076094478,1,0,1
2407,3,6948,0,2,1420.5,0.817671607,0.000287563,0.183999817,2,0,1
2408,7,6948,0,5,866.25,0.997265794,0.000718804,0.566421934,8,0.0012763,1
2409,4,6948,0,2,962.6,0.692617643,0.000287522,0.215137748,2,0,1
2410,8,6948,0,1,390.6666667,0.505972082,0.000143658,0.107905338,1,0,1
2411,6,6948,0,3,1366.285714,1.376313139,0.00043122,0.291232227,3,0,1
2412,48,2898,0,6,687.0204082,11.6122801,0.002715547,0.786151874,8,0,1
2413,190,2898,1661,57,933.6910995,61.51604001,0.264845231,341.9163759,3264,14.02750662,1
2414,217,94,0,3,5.527522936,12.68421053,0.009646302,0.491702205,3,0,1
2415,153,165,0,2,2.175324675,2.018072289,0.005633803,0.315113955,3,0.001098901,1
2416,2,38622,0,1,7107.666667,0.552080367,2.58E-05,0.086416642,1,0,1
2417,11,38622,0,8,5503.666667,1.709965565,0.000206788,0.82622804,8,0,1
2418,222,38622,0,123,4943.331839,28.54162028,0.003378466,13.29870348,229,0.007464973,1
2419,120,38622,0,83,6423.652893,20.12433006,0.002221189,8.554485842,162,0.007988909,1
2420,111,38622,0,72,7259.375,21.0509282,0.0020405,7.695279607,143,0.002660335,1
2421,84,38622,0,61,7083.835294,15.58982989,0.001705338,6.594981606,120,0.004664312,1
2422,580,38622,0,336,3059.810671,46.02827331,0.008994192,38.84796122,559,0.029678694,1
2423,87,38622,0,39,4280.534091,9.752919245,0.001136158,4.71434125,44,0,1
2424,43,38622,0,28,8144.636364,9.278512803,0.000749393,2.766888523,48,0.000724514,1
2425,32,38622,0,21,9230.878788,7.886984439,0.000594423,2.170779206,41,0.000489595,1
2426,56,38622,0,32,7544.421053,11.13409109,0.000930136,3.566759819,67,0.002464206,1
2427,49,38622,0,33,9150.92,11.84646454,0.000956171,3.473190514,69,0.000986469,1
2428,16,38622,0,12,9466.352941,4.16663646,0.00033603,1.205424392,25,0.000291655,1
2429,60,38622,0,49,8538.131148,13.48486653,0.001318068,5.067047702,93,0.002403598,1
2430,72,38622,0,51,8513.452055,16.09098206,0.001395277,5.113133893,100,0.001815618,1
2431,63,38622,0,37,6272.828125,10.39435052,0.001033405,3.932505729,74,0.001965259,1
2432,83,38622,0,48,4467.738095,9.716749087,0.001317285,5.209676285,51,0,1
2433,106,38622,0,67,6196.140187,17.16560081,0.001885477,7.268076364,114,0.001177226,1
2434,47,38622,0,25,8962.208333,11.13807835,0.000697602,2.444083742,52,0.000493239,1
2435,48,38622,0,33,6494.734694,8.239701732,0.000956196,3.663312062,62,0.001067203,1
2436,6,38622,0,6,6602.857143,1.196696269,0.000155103,0.596493046,6,0,1
2437,53,38622,0,37,5890.555556,8.235766253,0.000981938,3.893040321,64,0.003027734,1
2438,103,38622,0,35,2759.211538,7.429718044,0.001006504,4.024026129,39,0,1
2439,52,38622,0,36,10104.58491,13.86590891,0.001033699,3.711679848,76,0.000873341,1
2440,8,38622,0,4,2875.777778,0.670118841,0.000129242,0.511442227,5,0,1
2441,16,38622,0,11,12523.76471,5.5123631,0.000310174,1.052741605,12,0,1
2442,181,38622,0,108,3172.895604,14.95137612,0.002838343,12.1040939,181,0.0083362,1
2443,34,38622,0,23,5764.428571,5.223700904,0.000620251,2.378455715,44,0.001121396,1
2444,241,38622,0,156,5002.549587,31.34445797,0.004256966,17.21751008,285,0.009578066,1
2445,29,38622,0,20,10624.56667,8.25251793,0.000594469,2.107725463,44,0.000463654,1
2446,12,38622,0,5,4947.923077,1.665406623,0.00018093,0.695885326,7,0,1
2447,41,38622,0,26,10708.97619,11.64531497,0.00072357,2.566544787,50,0.000328392,1
2448,17,38622,0,9,5534,2.579085001,0.000232606,0.772549766,9,0,1
2449,59,38622,0,14,995.8333333,1.54700567,0.000361486,1.429568627,14,0,1
2450,53,38622,0,36,8016.37037,11.2079331,0.001007804,3.760388903,70,0.00153867,1
2451,95,38622,0,75,7550.1875,18.76648629,0.002015452,7.860526786,141,0.004225142,1
2452,116,38622,0,66,5918.042735,17.92742666,0.001781519,6.772972837,121,0.002672875,1
2453,87,38622,0,49,6641.920455,15.13318489,0.001446468,5.530690513,100,0.002393478,1
2454,52,38622,0,36,7356.943396,10.09548714,0.000981963,3.716004323,60,0.000670708,1
2455,1,38622,0,1,30,0.001553478,2.59E-05,0.14655695,1,0,1
2456,50,38622,0,14,1701.862745,2.247236103,0.00036157,1.478413303,14,0,1
2457,39,38622,0,24,7622.45,7.894208114,0.000646028,2.407398336,48,0.000957936,1
2458,86,38622,0,49,6693.494253,15.07738912,0.001368908,5.171281442,89,0.001183746,1
2459,38,38622,0,27,7769.487179,7.845325324,0.000697765,2.540379755,45,0.001045288,1
2460,122,38622,0,60,3960.552846,12.61289905,0.001677809,6.735856142,110,0.0027143,1
2461,124,38622,0,82,6591.376,21.33241851,0.002246843,8.596734894,169,0.004395205,1
2462,966,38622,0,452,2093.884178,52.42435854,0.012047578,54.61584153,472,0,1
2463,274,38622,0,161,5337.421818,38.00302928,0.004538188,17.69388307,295,0.006447777,1
2464,5,38622,0,5,13110.5,2.036687984,0.000129252,0.441923859,5,0,1
2465,62,38622,0,44,6698.15873,10.92571784,0.001162761,4.590063591,81,0.001856724,1
2466,105,38622,0,68,7203.669811,19.7703182,0.001833772,6.889303737,132,0.00313238,1
2467,120,38622,0,67,4907.619835,15.37482847,0.001936533,7.662168332,117,0.003310538,1
2468,37,38622,0,29,9666.447368,9.510524817,0.000852978,3.106607646,61,0.001085817,1
2469,28,38622,0,14,5093.931034,3.824767626,0.000413479,1.612887519,30,0.001841927,1
2470,39,38622,0,20,2695.75,2.791859773,0.000620171,2.82681522,24,0,1
2471,95,38622,0,61,6926.635417,17.21660669,0.001653106,6.29489791,110,0.001679226,1
2472,29,38622,0,14,4624.033333,3.591668177,0.000413469,1.591363092,30,0.001122441,1
2473,1,38622,0,1,2931.5,0.15180074,2.59E-05,0.101780762,1,0,1
2474,87,38622,0,37,4680.579545,10.66439686,0.000981076,3.730190566,38,0,1
2475,52,38622,0,31,5184.018868,7.113714626,0.000826788,3.319254684,57,0.001657573,1
2476,24,38622,0,15,10649.24,6.893068897,0.000439379,1.541834522,33,0.000298116,1
2477,50,38622,0,35,10144.05882,13.39479067,0.000956146,3.397014942,70,0.001043916,1
2478,139,38622,0,54,3329.028571,12.06700671,0.001496195,6.206899317,58,0,1
2479,73,38622,0,51,7512.5,14.39362556,0.001369368,5.111795938,95,0.001625093,1
2480,71,38622,0,48,5698.055556,10.62216814,0.001265954,4.983246027,79,0.001462615,1
2481,89,38622,0,56,6457.966667,15.04846853,0.001575739,6.082765839,104,0.001601554,1
2482,104,38622,0,72,6900.809524,18.76045362,0.001937334,7.444307487,136,0.003280658,1
2483,10,38622,0,5,3316.181818,0.944463144,0.000155087,0.590580364,6,0,1
2484,227,38622,337,90,2767.780702,16.33881366,0.00898272,57.15142948,354,0,1
2485,13,38622,0,7,6668.214286,2.417083085,0.000206777,0.733970255,8,0,1
2486,3,38622,0,1,10686.5,1.106749864,2.58E-05,0.085923416,1,0,1
2487,69,38622,0,41,6497.471429,11.77596251,0.001084963,4.036156008,73,0.001304522,1
2488,28,924,0,1,20.4137931,0.64,0.00099108,0.1669041,1,0,1
2489,3,924,0,1,31.5,0.136216216,0.00101626,0.160050118,1,0,1
2490,22,390,0,6,45.39130435,2.670076726,0.013544018,0.61786488,6,0,1
2491,266,390,0,42,54.68164794,37.34015345,0.071097372,5.375003009,79,0.016602222,1
2492,12,892,0,12,152.5384615,2.220604703,0.013392857,1.794569043,23,0.016847295,1
2493,15,892,0,11,159.5,2.857782755,0.012222222,1.469035306,19,0.005937901,1
2494,9,892,0,0,17,0.190369541,0,0,0,0,1
2495,6,892,0,6,192.4285714,1.508398656,0.006696429,0.835020881,11,0.004248057,1
2496,14,892,0,7,81.46666667,1.368421053,0.007751938,0.994109765,12,0.006726441,1
2497,1,892,0,0,12.5,0.027995521,0,0,0,0,1
2498,53,892,0,3,36.35185185,2.198208287,0.003171247,0.267434987,3,0,1
2499,6,691,0,1,39.14285714,0.395953757,0.001364256,0.076094478,1,0,1
2500,3,691,0,0,22.25,0.128612717,0,0,0,0,1
2501,38,859,0,2,32.56410256,1.476744186,0.003322259,0.335783599,4,1.00E-04,1
2502,25,859,0,4,77.53846154,2.344186047,0.004499438,0.40247505,4,0,1
2503,16,337,0,5,27.23529412,1.369822485,0.01312336,0.703344177,5,0,1
2504,27,337,0,4,15.78571429,1.307692308,0.010178117,0.493157136,6,0.001623473,1
2505,12,5530,0,0,1143.615385,2.687940698,0,0,0,0,1
2506,3,5530,0,0,1516.75,1.096908335,0,0,0,0,1
2507,12,5530,0,1,1408.461538,3.31043211,0.000180408,0.085923416,1,0,1
2508,1,5530,0,0,748,0.270475502,0,0,0,0,1
2509,75,5530,0,8,478.2763158,6.571867655,0.001428827,0.731323511,8,0,1
2510,2,5530,0,0,1403,0.760983547,0,0,0,0,1
2511,1,5530,0,0,1036.5,0.374796601,0,0,0,0,1
2512,55,2012,0,15,351.25,9.771485345,0.008280565,1.715321294,17,0,1
2513,5,2012,0,2,207.5,0.618479881,0.00099108,0.21733331,2,0,1
2514,221,2012,0,51,368.4954955,40.63884749,0.026158788,5.487711139,57,0,1
2515,242,268,0,23,22.3744856,20.21189591,0.054844607,4.105842801,55,0.031903788,1
2516,465,136,3,57,10.46351931,35.59124088,0.042407661,8.053780817,111,0.036929848,1
2517,125,718,0,15,75.63492063,13.25452017,0.025331725,2.247155737,30,0.004380541,1
2518,285,546,0,14,8.265734266,4.321755027,0.015765766,1.899380305,24,0.012392879,1
2519,49,546,0,5,34.22,3.12797075,0.007564297,0.559158132,5,0,1
2520,22,1694,0,9,277.3478261,3.763421829,0.005757052,1.247305611,16,0.005094294,1
2521,51,1694,0,4,194.0192308,5.952212389,0.002823264,0.444121547,5,0,1
2522,4,1694,0,2,309.8,0.913864307,0.001158078,0.251790557,3,0.000434028,1
2523,3,1694,0,0,139.75,0.32979351,0,0,0,0,1
2524,3,2108,0,1,193.5,0.366998578,0.000468165,0.073830359,1,0,1
2525,26,322,34,14,74.37037037,6.216718266,0.089552239,7.672403484,69,0.53384031,1
2526,125,322,0,10,31.29365079,12.20743034,0.027586207,1.784179599,12,0,1
2527,340,701,0,20,95.68914956,46.48148148,0.021589794,2.100582654,24,0.000301429,1
2528,586,701,0,21,78.37308348,65.53418803,0.018196203,2.22589658,26,0.000206049,1
2529,344,701,0,10,68.46376812,33.64672365,0.009661836,0.958645401,11,1.00E-04,1
2530,297,662,39,18,45.09060403,20.26696833,0.003259496,8.325778401,49,0,1
2531,50,5583,0,12,597.254902,5.45487106,0.002290749,1.293153144,13,0,1
2532,80,5583,0,70,2332.938272,33.84097421,0.012752391,8.290128519,137,0.014089419,1
2533,64,5583,0,61,2368.076923,27.56536533,0.011351543,7.606188173,124,0.014355832,1
2534,104,5583,0,87,2246.647619,42.24534384,0.016823092,10.90365855,176,0.018841486,1
2535,123,5583,0,83,1991.064516,44.21418338,0.016049383,10.35416794,167,0.016445011,1
2536,113,5583,0,81,2112.263158,43.122851,0.015539467,9.913790527,159,0.014030383,1
2537,102,5583,0,88,2232.281553,41.17568052,0.016648955,10.79033357,174,0.017582912,1
2538,1,5583,0,1,67.5,0.024176218,0.000177368,0.158344151,1,0,1
2539,249,5583,0,101,1327.952,59.4534384,0.019217452,12.57121797,196,0.018393796,1
2540,44,5583,19,19,275.3777778,2.219197708,0.005899705,5.735662184,34,0,1
2541,159,5583,0,28,368.25625,10.55175501,0.006773185,4.353514418,39,0,1
2542,96,5583,0,79,2217.402062,38.51862464,0.01540641,10.13630689,166,0.018786344,1
2543,377,5583,0,121,1001.941799,67.82485673,0.022611357,14.5719021,133,0,1
2544,9,319,0,0,2.2,0.06875,0,0,0,0,1
2545,3,319,0,1,31,0.3875,0.005988024,0.265989989,2,0,1
2546,1255,204,32,12,7.121815287,43.63414634,0.001292375,6.299157973,39,0,1
2547,40,484,0,10,75.63414634,6.393814433,0.022429907,1.685755853,23,0.031291117,1
2548,107,4141,0,65,2131.740741,55.58377595,0.017716064,8.411438071,133,0.017212344,1
2549,170,4141,0,23,615.2807018,25.40149686,0.006298111,2.640287446,27,0,1
2550,104,4141,0,67,2395.828571,60.73442781,0.018216683,8.602978533,139,0.012673663,1
2551,101,4141,0,67,2269.715686,55.8935297,0.017497603,8.372982627,136,0.016329051,1
2552,199,4141,0,78,1555.12,75.09029454,0.020681551,9.894224947,158,0.014335578,1
2553,37,1366,0,1,43.97368421,1.222384784,0.001395673,0.254774513,4,0.000780355,1
2554,2293,368,15,9,11.49956408,71.49051491,0.008416459,3.34266632,27,0,1
2555,27,368,8,0,22.10714286,1.677506775,0.016393443,2.224088835,8,0,1
2556,32,120,0,10,18.78787879,5.123966942,0.057471264,1.65058704,19,0.030604353,1
2557,29,1127,0,2,26.16666667,0.695921986,0.00171969,0.273916576,2,0,1
2558,3,1127,0,2,97.25,0.344858156,0.001759015,0.190870791,2,0,1
2559,4,1127,0,0,55.4,0.245567376,0,0,0,0,1
2560,14,169,0,0,9.266666667,0.817647059,0,0,0,0,1
2561,210,186,0,6,13.01895735,14.68983957,0.02284264,1.045155193,16,0.003785398,1
2562,1,168,0,0,6,0.071005917,0,0,0,0,1
2563,151,156905,0,40,286.4144737,0.277459116,0.000318163,6.215871276,50,0,1
2564,2,156905,0,1,240.3333333,0.004595108,6.37E-06,0.103213851,1,0,1
2565,2,156905,0,0,6293,0.120320447,1.27E-05,0.155313147,2,0,1
2566,2,156905,0,0,8751.666667,0.167329484,1.27E-05,0.153439563,2,0,1
2567,6,156905,0,0,9261.571429,0.41318369,3.18E-05,0.382754801,5,0,1
2568,2,156905,0,0,6311,0.120664602,1.27E-05,0.157262921,2,0,1
2569,1,156905,0,0,9786,0.124737104,6.37E-06,0.077516816,1,0,1
2570,1,156905,0,0,4438.5,0.056575274,6.37E-06,0.077345085,1,0,1
2571,1,156905,0,0,8689,0.11075421,6.37E-06,0.076094478,1,0,1
