,sink_pre_siz,source_suc_siz,pre_pre_cos,suc_pre_cos,uhi,Common_Follower,Common_Following_With_Sink_Followers,Common_follower_with_source_followings,Resource_allocation_index,Within_inter_cluster,Label
2141,94,1332,0.016698587,0.008430326,0.03746257,2,45.17894737,3.219804951,0.00105911,0.499750125,1
2142,28,1794,0.020024043,0.004382973,0.125991943,1,220,3.554317549,0.000230787,0,1
2143,135,1794,0.249657768,0.056670409,0.146263827,27,228.2647059,17.29470752,0.00271103,0,1
2144,1,1794,0,0,0.237632466,0,0.5,0.000557103,0,0,1
2145,209,1794,0.156264534,0.035832805,0.129262402,21,174.0190476,20.35877437,0.000455854,0,1
2146,1,100,0,0.070359754,0.289269878,0,9,0.178217822,2.49E-05,0,1
2147,6,366,0.047245559,0.019729585,0.144365499,1,71.57142857,1.365122616,0.00131406,1000,1
2148,16,366,0.090950859,0.012660257,0.121818313,3,49.11764706,2.27520436,0.001720018,0,1
2149,1764,171,0.059237594,0.021779338,0.062037018,24,4.629461756,47.50581395,0.048153447,0,1
2150,2,941,0,0,0.252828898,0,79.33333333,0.252653928,0,0,1
2151,13,941,0,0,0.14330274,0,101.7857143,1.512738854,0,0,1
2152,140,941,0.21858413,0.043902068,0.118425042,16,100.3475177,15.02016985,0.000459463,0,1
2153,1035,941,0.15119923,0.030367981,0.120434217,30,63.66988417,70.02335456,1.730916443,0,1
2154,450,562,0.164844341,0.049613234,0.167630309,24,85.79379157,68.72646536,0.001133229,2.249718785,1
2155,5,1945,0.049507377,0.0092545,0.174227795,1,283,0.872559096,1.31E-06,0,1
2156,138,1945,0.092572214,0.015381942,0.084897854,9,121.0791367,8.648509764,0.000286574,0,1
2157,13,1945,0.129640745,0.018175477,0.11975379,4,208.2142857,1.497944502,0.000577812,1.499250375,1
2158,80,4584,0.379166749,0.062355019,0.306048717,38,1677.814815,29.64078517,0.008280063,18.99050475,1
2159,225,4584,0.519701763,0.083501646,0.439656067,87,1544.247788,76.11777535,0.01644016,4.055330259,1
2160,18,4584,0.123612847,0.016940395,0.127334651,6,1373.368421,5.691166848,0.000383089,0.499875031,1
2161,58,4584,0.549491539,0.094210738,0.392746895,47,2500.813559,32.18058888,0.014183124,11.74706323,1
2162,20,4584,0.352737811,0.058008707,0.280866119,18,2767.095238,12.67371865,0.004904537,17.98201798,1
2163,107,4584,0.596247224,0.099475583,0.455883591,69,2245.425926,52.89116685,0.013190618,3.799746684,1
2164,100,4584,0.741662914,0.119029514,0.534690166,83,2714.415842,59.79411123,0.015647932,5.614952696,1
2165,94,4584,0.755511722,0.12424599,0.521778589,82,2719.831579,56.35419847,0.016776046,6.082826431,1
2166,839,4584,0.33463647,0.055541446,0.317080138,108,597.3357143,109.4355507,0.019711379,0,1
2167,3,305,0.144337567,0.057166195,0.190456891,3,50.25,0.656862745,0.002828142,0,1
2168,316,515,0.061145356,0.064286364,0.090741086,8,41.72239748,25.63178295,0.151018707,12.32922359,1
2169,59,515,0.052704628,0.022733145,0.08050507,3,49.55,5.761627907,0.000433252,0.333222259,1
2170,1,287,0.103142125,0.041666667,0.151542739,1,9.5,0.065972222,6.56E-05,0,1
2171,2202,1477,0.121152853,0.04267232,0.058682663,68,27.45120291,40.91677943,0.275429892,5.437160177,1
2172,1,1477,0,0,0.231408026,0,10.5,0.01420839,0,0,1
2173,1,1477,0,0,0.234362478,0,51,0.069012179,0,0,1
2174,14,1477,0.086366703,0.0268644,0.124354726,4,135.2666667,1.372801083,0.001870408,0,1
2175,30,1477,0.120154799,0.042045977,0.102545912,8,96.03225806,2.01420839,0.002857079,0,1
2176,108,1477,0.05606822,0.012457174,0.092130687,7,94.63302752,6.97902571,0.000158225,0,1
2177,92,10993,0.140932106,0.04054754,0.109846297,43,1172.172043,9.915590322,0.014468342,0,1
2178,128,10993,0.208712937,0.057100011,0.176814309,75,1799.992248,21.12052028,0.008591144,1.777711937,1
2179,5,10993,0,0.003893557,0.072389751,0,14.83333333,0.008095325,0.002898551,0,1
2180,8,10993,0.031606977,0.009537227,0.085064967,3,634.6666667,0.519556122,0.000492108,0,1
2181,304,10993,0.258802865,0.071539106,0.184180782,143,1349.154098,37.42877933,0.018948289,1.859962801,1
2182,204,10993,0.198677433,0.058617579,0.164257802,90,1431.121951,26.6854648,0.010927767,1.818126723,1
2183,19,10993,0.04240521,0.012795533,0.093967567,6,1491.4,2.713116245,0.000202927,1.9990005,1
2184,33,10993,0.08672883,0.026169936,0.147380334,16,2430.588235,7.51682736,0.001160045,16000,1
2185,68,10993,0.140786217,0.039037006,0.092865656,37,1034.101449,6.49017646,0.012727179,0,1
2186,52,10993,0.17800364,0.052401557,0.163792256,41,2250.188679,10.84773513,0.009510314,1.157833798,1
2187,84,10993,0.113132514,0.026895896,0.075804836,33,761.9647059,5.89112243,0.011591949,0,1
2188,41,10993,0.141434811,0.036790653,0.109306413,29,1371.714286,5.240312898,0.006991627,0,1
2189,984,10993,0.310181265,0.08235184,0.169610018,308,744.2426396,66.67991632,18.0132662,3.398948782,1
2190,58,10993,0.11933146,0.02979939,0.121025789,29,1620.389831,8.69592505,0.002694842,0.705840833,1
2191,258,681,0.100441174,0.023793478,0.055673319,18,37.22007722,14.13489736,0.018497405,0,1
2192,52,611,0.184593902,0.06662966,0.097569041,11,54.20754717,4.694444444,0.012026148,1.999500125,1
2193,956,611,0.055288482,0.024826867,0.090142369,14,24.03970742,37.59150327,0.165387521,4.443950672,1
2194,525,267,0.160796497,0.05593183,0.134081796,34,22.28136882,43.73134328,0.008002733,0,1
2195,51,343,0.134534559,0.082245433,0.110476295,12,42.55769231,6.433139535,0.015477328,4.997501249,1
2196,52,891,0.040395798,0.013797516,0.044734909,4,19.81132075,1.177130045,0.0041213,0,1
2197,49,276,0.108866211,0.084971858,0.123085051,4,37,6.678700361,0.012656627,4.497751124,1
2198,9,276,0,0.03800057,0.122504478,0,24.6,0.888086643,0.009995033,0,1
2199,470,496,0.008631119,0.010334307,0.065368764,2,31.30573248,29.66800805,0.000569263,0,1
2200,41,496,0.130066495,0.076135963,0.096575023,9,109.2142857,9.229376258,0.000242581,0,1
2201,15,1629,0,0,0.152873117,0,34.9375,0.342944785,0,0,1
2202,33,1629,0.058823529,0.042478262,0.103133058,2,20.70588235,0.43190184,0.066040023,0,1
2203,1,1629,0,0,0.376778083,0,20.5,0.025153374,0,0,1
2204,1,1629,0,0,0.373323827,0,5,0.006134969,0,0,1
2205,1,1629,0,0,0.373323827,0,3.5,0.004294479,0,0,1
2206,1,1629,0,0,0.405557563,0,155.5,0.190797546,0,0,1
2207,47,537,0.288675135,0.112011019,0.160819975,14,84.5,7.539033457,0.022589728,0,1
2208,38,408,0.089654554,0.055424793,0.070630125,10,23.20512821,2.212713936,0.310347705,1.49987501,1
2209,74,2961,0.115923769,0.029703312,0.17060501,16,590.1466667,14.94294396,0.000433829,0,1
2210,256,2961,0.207439974,0.063038171,0.167467802,53,414.8560311,35.99527346,0.005960904,0,1
2211,238,2961,0.271931172,0.084385314,0.178592376,67,436.2175732,35.1978393,0.012785114,0,1
2212,98,2961,0.163960371,0.048013484,0.208129968,26,681.7474747,22.78629305,0.000915583,0,1
2213,105,2961,0.152359738,0.049970371,0.144645599,25,492.1226415,17.61141121,0.002953682,0,1
2214,110,2961,0.184621955,0.054063938,0.178173467,31,566.0810811,21.21370695,0.002975023,0,1
2215,302,1056,0.115238446,0.024738264,0.14914457,13,131.7491749,37.76726585,0.000792011,0,1
2216,285,7230,0.197327987,0.019470443,0.174322915,35,598.7692308,23.68247822,0.004912195,0,1
2217,84,7230,0.144784553,0.008928724,0.206806629,14,1185.823529,13.93928917,0.000383851,0,1
2218,75,7230,0.185928422,0.010791555,0.224850854,17,1268.039474,13.32747891,0.00055288,0,1
2219,395,7230,0.196444521,0.018319555,0.200660753,41,601.4747475,32.93928917,0.002313697,0,1
2220,184,7230,0.119169938,0.011239793,0.166608337,17,675.1621622,17.27354446,0.001651174,0,1
2221,173,7230,0.05782545,0.00534906,0.032141463,8,65.92528736,1.586364265,0.340271252,0,1
2222,29,7230,0.208893187,0.017176322,0.189055934,12,1411.033333,5.854100401,0.000187817,0,1
2223,21,7230,0.081311563,0.010028812,0.164879674,4,1203.909091,3.662840548,9.30E-05,0,1
2224,3,7230,0.047673129,0.005879912,0.165247828,1,674,0.372839165,8.82E-06,0,1
2225,12,7230,0.052888589,0.006523177,0.131691892,2,997.3076923,1.792974692,2.62E-05,0,1
2226,19,7230,0.085280287,0.010518306,0.15172306,4,1110.6,3.071774305,0.000169189,0,1
2227,204,7230,0.179800333,0.015605493,0.190170447,27,747.3268293,21.18683446,0.001413609,0,1
2228,575,7230,0.206583561,0.020579692,0.136211999,52,346.7135417,27.61817176,0.007431721,0,1
2229,123,1620,0.032791292,0.006691429,0.123465959,2,127.4354839,9.748303516,0.000120118,0,1
2230,22,1620,0,0,0.123811292,0,89.13043478,1.26465145,0,0,1
2231,7,1620,0,0,0.151569057,0,81.25,0.400987045,0,0,1
2232,13,1990,0.105336131,0.02395854,0.119528892,4,315.9285714,2.221496735,7.96E-05,0,1
2233,17,1990,0.162571037,0.031694169,0.138663047,7,391.6111111,3.540431944,9.00E-05,0,1
2234,16,1990,0.04779549,0.016306515,0.07497294,2,223.6470588,1.909593169,3.54E-05,0,1
2235,503,1990,0.197505245,0.050911897,0.113527843,45,150.8730159,38.19186339,0.009640576,0.542841633,1
2236,4,1186,0.083405766,0.025960893,0.191304216,2,106,0.446503791,2.67E-05,0,1
2237,31,1186,0.115391583,0.041047777,0.107030575,7,77.09375,2.078348778,0.009311704,0,1
2238,23,1186,0.076138699,0.023698945,0.097380638,4,56.79166667,1.148272957,0.004407222,3.996003996,1
2239,2430,750,0.531016909,0.102133129,0.14949804,1254,55.82887701,180.7190413,3.246688858,2.937861131,1
2240,13,1322,0.15430335,0.029391114,0.16332056,4,198.2142857,2.097505669,0.003020172,0,1
2241,7,1322,0.051031036,0.009720197,0.174531882,1,176.25,1.065759637,1.14E-05,0,1
2242,202,1322,0.263393292,0.050170151,0.169123007,26,207.1773399,31.78911565,0.00045736,0,1
2243,27,384,0.086458563,0.038525706,0.069807305,3,67.32142857,4.896103896,9.58E-05,0,1
2244,2,1201,0.12991396,0.03330559,0.225156952,2,179,0.446755408,0.002122148,0,1
2245,39,1201,0.035578403,0.018242223,0.06563103,2,36.275,1.207154742,0.006815893,0,1
2246,14,1789,0.130098939,0.018308346,0.102713452,7,67.73333333,0.567597765,0.015883743,0,1
2247,1,77,0,0,0.271063171,0,0.5,0.012820513,0,0,1
2248,69,520,0.033473096,0.026181958,0.057697013,2,37.25714286,5.005758157,0.001657865,1.499250375,1
2249,84,1224,0.324694251,0.114663242,0.181295964,34,358.6588235,24.88653061,0.002924518,0,1
2250,21,1224,0.131398935,0.048731592,0.073381018,7,192.9090909,3.464489796,0.004146857,0,1
2251,204,1224,0.35666148,0.123721938,0.146683201,58,202.4780488,33.88408163,0.016241087,0.799977144,1
2252,200,1224,0.235988431,0.078595654,0.187567123,38,274.238806,44.99755102,0.002157316,0,1
2253,532,583,0.089794628,0.041224729,0.085913223,19,33.87617261,30.91780822,0.002609838,0,1
2254,152,12562,0.236760139,0.049768746,0.232605473,54,2677.980392,32.61410491,0.005926761,2.260771271,1
2255,153,12562,0.25347094,0.039541728,0.227146847,58,2547.337662,31.22582186,0.004529503,2.631440451,1
2256,19,12562,0.133394594,0.009974895,0.126944554,11,3020.85,4.809122025,0.000532784,0,1
2257,175,12562,0.277979725,0.043040466,0.232087039,68,2474.289773,34.66329698,0.004828735,4.571102064,1
2258,481,12562,0.358183045,0.066239555,0.258791681,145,1738.997925,66.71949375,0.018234033,2.519182323,1
2259,5,12562,0.022140372,0.01092695,0.100769736,1,2400.833333,1.14662103,0.000173187,0,1
2260,304,12562,0.322956449,0.05772738,0.251138598,104,2096.518033,50.8985115,0.01155347,3.464161994,1
2261,98,12562,0.223473896,0.036763731,0.248427055,41,3316.484848,26.1348404,0.002340239,2.692100608,1
2262,108,12562,0.212976237,0.035036759,0.172534894,41,2204.522936,19.12703972,0.004180253,2.538266287,1
2263,254,12562,0.281882778,0.047489998,0.245929604,83,2187.623529,44.40372522,0.006443797,0,1
2264,18,12562,0.062209075,0.010234026,0.093197617,5,1957.894737,2.961076176,0.00025508,0,1
2265,124,12562,0.2328342,0.036707613,0.24946648,48,3104.256,30.88689007,0.003000501,4.54504136,1
2266,34,12562,0.082502865,0.015080624,0.120471965,9,2385.171429,6.644989254,0.00071946,2.249437641,1
2267,35,12562,0.126542767,0.008921817,0.083998285,14,1431.055556,4.100772109,0.002641382,0,1
2268,112,12562,0.209172784,0.033571758,0.246408381,41,3116.628319,28.03303351,0.003212423,3.454231434,1
2269,50,12562,0.098723105,0.016240956,0.136892905,13,2364.196078,9.597548356,0.001184003,0,1
2270,37,12562,0.228739987,0.030393507,0.167153407,26,3390.473684,10.25535302,0.001948827,5.498625344,1
2271,64,12562,0.174894926,0.032091842,0.168020823,26,2702.369231,13.98185147,0.001411,6.998250437,1
2272,9,2515,0,0,0.17943073,0,25.6,0.101748808,0,0,1
2273,36,2515,0,0,0.14100335,0,119.027027,1.750397456,0,0,1
2274,1,2515,0,0,0.38581099,0,2.5,0.001987281,0,0,1
2275,5,2515,0,0,0.236279691,0,90.5,0.21581876,0,0,1
2276,2,2515,0,0,0.319459499,0,15,0.017885533,0,0,1
2277,258,2515,0.054969584,0.004955127,0.075806179,6,44.1003861,4.539745628,0.000502841,0,1
2278,9,2515,0,0,0.188022403,0,60.6,0.240858506,0,0,1
2279,21,1034,0,0.006627023,0.06860835,0,66.77272727,1.419323671,2.50E-06,0,1
2280,31,1034,0.09375,0.043958698,0.082426844,3,80.46875,2.487922705,0.009415362,0.999750062,1
2281,14,1034,0,0.016051447,0.07420827,0,53.13333333,0.770048309,0.00587141,2000,1
2282,253,1034,0.044367825,0.017553167,0.080821398,4,60.31102362,14.80096618,0.000167392,0,1
2283,44,1998,0.212132034,0.016670835,0.152830501,9,177.6,3.997998999,0.000115888,0,1
2284,1,1998,0,0,0.403125671,0,348,0.348174087,0,0,1
2285,34,1998,0.026726124,0,0.135552133,1,129.1142857,2.260630315,2.69E-06,0,1
2286,7,8942,0.125,0.018693189,0.324194534,5,1624,1.452756346,0.001192232,0,1
2287,9,8942,0.111803399,0.020063636,0.270545661,5,1251.3,1.399194901,0.009324307,4.995004995,1
2288,10,8942,0.063960215,0.012753284,0.259901875,3,1126.363636,1.385441127,0.000507819,2.997002997,1
2289,2,8942,0.081649658,0.01221034,0.373968093,2,1913,0.641730963,0.000238237,0,1
2290,4,8942,0.09486833,0.014187133,0.375203733,3,2107.4,1.178239964,0.000492108,3000,1
2291,131,8942,0.178482662,0.026691281,0.08911346,29,474.0757576,6.997428156,0.001135817,0,1
2292,13,8942,0.132287566,0.014130723,0.165798812,7,792.0714286,1.239964218,0.002494566,0,1
2293,57,8942,0.139271504,0.020827428,0.117634909,15,519.4827586,3.369115509,0.00037275,0,1
2294,59,8942,0.155188058,0.023207678,0.10034935,17,584.35,3.920496478,0.000329312,0,1
2295,41,8942,0.098198051,0.014685078,0.101718307,9,638.3809524,2.998099072,0.00013223,0,1
2296,2,8942,0,0,0.239309199,0,141,0.047299564,0,0,1
2297,3,8942,0.070710678,0.005287232,0.258095974,2,916.5,0.409929554,0.002951164,0,1
2298,208,1985,0.440537968,0.103994899,0.204874543,68,452.937799,47.66565962,0.001738865,2.99982354,1
2299,13,1985,0.075093926,0.01799151,0.120930566,3,471.8571429,3.326283988,4.90E-05,0,1
2300,681,1985,0.161386759,0.03866613,0.117532729,45,164.5513196,56.50755287,0.001632475,0,1
2301,55,1985,0.350438322,0.08396038,0.171672624,28,580.125,16.35800604,0.000472445,5.998500375,1
2302,280,5933,0.309293299,0.04723924,0.212702427,62,717.4483986,33.97421638,0.00325763,3.785443897,1
2303,2,5933,0.048280455,0.007494896,0.157825117,1,504.3333333,0.254971352,4.35E-05,0,1
2304,69,5933,0.049975019,0.012412727,0.082117351,5,426.3,5.028816987,0.000999905,0,1
2305,76,5933,0.285895865,0.036984596,0.199850516,30,1111.584416,14.4239973,0.000918543,14.99250375,1
2306,248,5933,0.211978736,0.032906868,0.158634055,40,561.1004016,23.5446579,0.003673718,2.833097242,1
2307,237,5933,0.281868696,0.039549009,0.21077047,52,743.2142857,29.80872936,0.002264131,7.998666889,1
2308,82,5933,0.211115816,0.025648365,0.193558622,23,1004.180723,14.04566903,0.000851728,10.49475262,1
2309,2,5933,0.048280455,0.007494896,0.166355635,1,791.6666667,0.400235929,0.000158856,0,1
2310,1,5933,0,0,0.17616403,0,34.5,0.011627907,0,0,1
2311,7,5933,0.088696859,0.013769003,0.134696583,3,901.625,1.21553758,6.87E-05,0,1
2312,12,5933,0.069579541,0.010801295,0.119050038,3,798.6153846,1.749578699,0.000864449,0,1
2313,4,185,0,0,0.125863834,0,12,0.322580645,0,0,1
2314,23,1015,0.040117852,0.012807888,0.109785757,3,146.4583333,3.459645669,0.001259969,0,1
2315,35,7870,0.232987748,0.026300368,0.23079742,16,2363.111111,10.80828357,0.000342,14.98501499,1
2316,27,7870,0.24767182,0.025561555,0.174206452,15,2056.964286,7.317367552,0.000435192,6.496751624,1
2317,334,7870,0.167074432,0.020322474,0.126918062,35,517.1791045,22.01181553,23.10290585,0,1
2318,16,7870,0.127142616,0.016402567,0.123710128,6,1544.176471,3.335154364,0.000248224,0,1
2319,173,7870,0.304682535,0.038452354,0.263525377,46,1522.752874,33.66268581,0.001341216,8.198360328,1
2320,48,7870,0.24962973,0.028984079,0.222611979,20,2156.346939,13.42408843,0.000378098,20000,1
2321,583,7870,0.329002593,0.040112254,0.254421282,91,888.6044521,65.93126668,0.005794572,7.45386783,1
2322,507,7870,0.201574615,0.024504693,0.167467879,52,622.6653543,40.18726972,10.48185383,0,1
2323,504,7870,0.291594902,0.036113689,0.231526603,75,862.7029703,55.3506543,0.004193755,8.62392201,1
2324,335,7870,0.204957195,0.025211533,0.1624867,43,719.7232143,30.72379621,0.00174598,0,1
2325,23,7870,0.214012913,0.025308832,0.169878466,12,2046.25,6.239359675,0.000345907,12000,1
2326,24,7870,0.244637136,0.031560442,0.213783362,14,2577.44,8.186507432,0.000370319,0,1
2327,87,7870,0.363234945,0.043255985,0.273060592,39,2026.454545,22.65633338,0.001344785,40000,1
2328,30,7870,0.235382821,0.03036655,0.190830968,15,2086.096774,8.21610977,0.000449096,13.98601399,1
2329,5,338,0.108147614,0.044346007,0.156803389,2,13.83333333,0.244837758,0.007830512,0.999000999,1
2330,36,1647,0.066130971,0.02429807,0.061369752,10,130.8108108,2.936893204,0.007961641,1.749562609,1
2331,48,1647,0.126424255,0.070380663,0.096988211,22,257.5918367,7.658980583,0.009162911,1.272611581,1
2332,10,1647,0.02425713,0,0.066295765,2,107.2727273,0.716019417,0.000485262,0,1
2333,42,3597,0.187326886,0.033050539,0.180237861,13,983.5348837,11.75430795,0.000496265,11.98801199,1
2334,173,3597,0.150430417,0.024013109,0.174847357,21,554.7183908,26.82629238,0.000760034,4.248937766,1
2335,29,3597,0.103509834,0.018262492,0.124490914,6,716.7333333,5.976097832,0.000100328,1.9990005,1
2336,673,3597,0.214740051,0.031465566,0.21284804,59,374.0697329,70.07309616,0.004683928,2.687332042,1
2337,169,3597,0.239155552,0.037080276,0.225162338,33,735.4117647,34.74708171,0.000975633,0,1
2338,1,394,0,0,0.270798985,0,45,0.227848101,0,0,1
2339,116,410,0.269864438,0.086644252,0.132223069,43,42.46153846,12.08759124,0.290557846,9.398120376,1
2340,7,144,0,0,0.161634074,0,15.25,0.84137931,0,0,1
2341,138,144,0.03998401,0,0.081198261,2,7.194244604,6.896551724,0.000913954,0,1
2342,2,144,0.136082763,0.04794633,0.226143354,1,5,0.103448276,0.004694836,0,1
2343,21,564,0.331618266,0.134541323,0.221212105,15,140.4545455,5.469026549,0.018660054,2.749312672,1
2344,4,232,0,0,0.131966334,0,1,0.021459227,0,0,1
2345,173,232,0.052175886,0,0.065023893,3,10.13218391,7.566523605,4.71E-05,0,1
2346,171,2135,0.244438453,0.064342771,0.196651449,39,363.2848837,29.25327715,0.000943915,5.499083486,1
2347,128,2135,0.202643332,0.053341172,0.163215684,28,303,18.2991573,0.000453658,0,1
2348,92,2135,0.221615951,0.058335275,0.161509784,26,367.344086,15.99391386,0.000779056,3.33277787,1
2349,4,2135,0.073521462,0.019352825,0.139592283,2,304.4,0.712546816,3.27E-06,0,1
2350,32,2135,0.100163666,0.026365769,0.12654048,7,352.969697,5.453183521,8.24E-05,0,1
2351,52,801,0.084115823,0.029102221,0.122874542,6,152.5283019,10.0798005,0.000143643,0,1
2352,39,801,0.112962014,0.039082367,0.049230798,7,30.875,1.539900249,0.117131348,0,1
2353,39,7718,0.078047233,0.021595871,0.113715002,12,1197.25,6.204171525,0.000383259,0,1
2354,62,7718,0.155473809,0.044454005,0.117886431,30,1054.492063,8.606425703,0.004394467,0.823480972,1
2355,3,7718,0.020567252,0.005691012,0.122347418,1,602.5,0.312216608,2.58E-05,0,1
2356,213,7718,0.202456567,0.057576374,0.087514058,72,502.9345794,13.9432569,0.762319474,1.919323882,1
2357,25,7718,0.088738538,0.026786382,0.119110621,11,1243.423077,4.188236818,0.000787212,0,1
2358,2,7718,0,0,0.128508939,0,560.3333333,0.217774323,0,0,1
2359,66,7718,0.120609106,0.031982316,0.113061659,24,874.4328358,7.589972794,0.00386556,0.666622225,1
2360,12,7718,0.045634634,0.009470416,0.080335897,4,614.6923077,1.035237725,0.000157605,0,1
2361,260,7718,0.183323653,0.052135188,0.152281625,72,797.2835249,26.95828475,0.014696272,0,1
2362,35,7718,0.12340351,0.037940078,0.130654841,18,1282.055556,5.979271926,0.001448096,0,1
2363,173,7718,0.2338799,0.068166649,0.056209509,75,327.1666667,7.374919031,1.925555591,3.189102997,1
2364,25,7718,0.104872818,0.02901858,0.114738065,13,1321.653846,4.451742454,0.000713344,0,1
2365,214,7718,0.255286837,0.069086033,0.107461783,91,622.9581395,17.3514704,0.030680538,2.172338885,1
2366,115,7718,0.095481069,0.023249476,0.122840629,25,892.75,13.41611608,0.001275557,0,1
2367,8,7718,0,0,0.083053671,0,391.8888889,0.456924472,0,0,1
2368,644,7718,0.285061831,0.07977368,0.171896605,176,626.5984496,52.35859567,0.044599633,0.572644678,1
2369,67,7718,0.139672155,0.037267374,0.169145846,28,1471.661765,12.96450317,0.000702615,0,1
2370,120,701,0.177530333,0.058329423,0.065246045,15,53.60330579,9.239316239,0.144798674,21.9890055,1
2371,110,250,0.246150364,0.125811675,0.121692138,49,27.96396396,12.36653386,0.161727535,8.99820036,1
2372,176,250,0.441572722,0.170796516,0.19766219,111,39.25988701,27.68525896,1.550583786,18.29817018,1
2373,115,250,0.412777659,0.210977745,0.196449558,84,47.12931034,21.78087649,1.554661124,13.08971912,1
2374,40,279,0.078086881,0.055999004,0.071487108,5,22.68292683,3.321428571,0.007766365,4.995004995,1
2375,66,279,0.097735555,0.029204083,0.082803972,8,29.04477612,6.95,0.209995461,0,1
2376,89,279,0.052704628,0.031497039,0.052139706,5,17.34444444,5.575,0.005481394,4.995004995,1
2377,20,136,0.047619048,0.018643613,0.123505931,1,12.38095238,1.897810219,0.003597122,0,1
2378,9,156,0.163082018,0.07571317,0.147139295,5,21.1,1.343949045,0.035226079,0,1
2379,2,910,0.125988158,0.019128468,0.338478722,1,112,0.368825467,6.08E-05,0,1
2380,12,215,0.263117406,0.09435642,0.206903131,6,47.92307692,2.884259259,0.016327372,6000,1
2381,78,7889,0.28189973,0.058264736,0.219434522,48,2252.21519,22.55069708,0.001866669,4.999375078,1
2382,2,7889,0.060274877,0.012999626,0.111376266,2,908.6666667,0.345500634,0.000394288,0,1
2383,213,7889,0.417489871,0.089271452,0.22750516,117,1638.028037,44.42813688,0.006628094,2.078892661,1
2384,34,7889,0.149996756,0.032350157,0.130037471,17,1617.885714,7.176932826,0.000384498,0,1
2385,218,7889,0.359786681,0.07759605,0.247926073,102,1639.703196,45.51267427,0.00379346,0,1
2386,124,7889,0.326821035,0.07048627,0.206942862,70,1843.696,29.20937896,0.003601632,3.117463679,1
2387,41,7889,0.241637079,0.050377296,0.200063666,30,2552.166667,13.58567807,0.000834598,13.9930035,1
2388,57,7889,0.10966624,0.02217373,0.09012547,16,954.5517241,7.016983523,0.001604864,0,1
2389,20,7889,0.136690574,0.029480381,0.145802345,12,2147.714286,5.71634981,0.000236346,0,1
2390,154,7889,0.503132492,0.108511782,0.252390333,120,2091.270968,41.08326996,0.007499407,3.444316877,1
2391,1636,50,0.031661635,0.020765473,0.078956733,8,1.984728161,63.70588235,0.023145942,0,1
2392,31,582,0.06681531,0.014642685,0.134999966,2,26.0625,1.430531732,0.000197852,0,1
2393,49,851,0.019802951,0.004845016,0.101467896,1,60.84,3.570422535,2.76E-05,0,1
2394,35,851,0.046676003,0.011419812,0.118365338,2,83.36111111,3.522300469,2.47E-05,0,1
2395,46,851,0.388078501,0.094947793,0.196213902,19,138.8085106,7.657276995,0.007602376,1.714040851,1
2396,9,6948,0,0,0.17337375,0,511.1,0.735501511,0,0,1
2397,2,6948,0.055300126,0.006925932,0.345930264,1,1201,0.518491869,9.45E-05,1000,1
2398,2,6948,0.055300126,0.006925932,0.322820052,1,762,0.328968197,0.000111682,0,1
2399,2,6948,0.055300126,0.006925932,0.322820052,1,756.3333333,0.326521802,0.000111682,1000,1
2400,44,6948,0.042835294,0.007153072,0.10885675,3,334.6444444,2.167074399,0.003115563,0,1
2401,3,6948,0.047891314,0.005998033,0.320245671,1,1112.75,0.640523816,9.45E-05,0,1
2402,4,6948,0.042835294,0.005364804,0.252214913,1,526.4,0.378759534,9.45E-05,0,1
2403,19,6948,0.021417647,0.002682402,0.130819168,1,289.65,0.833645129,2.49E-05,0,1
2404,3,6948,0.047891314,0.005998033,0.291375756,1,868.25,0.499784142,9.45E-05,0,1
2405,49,6948,0.040637128,0.006786,0.112854598,3,270.22,1.944308534,0.001737272,0.333222259,1
2406,1,6948,0.067728546,0.0084825,0.352661054,1,978.5,0.281623255,1.96E-06,0,1
2407,3,6948,0.095782629,0.011996066,0.337636255,2,1420.5,0.817671607,9.64E-05,0,1
2408,7,6948,0.169321365,0.021206249,0.268480016,5,866.25,0.997265794,0.001340464,1.499250375,1
2409,4,6948,0.085670587,0.010729608,0.284502267,2,962.6,0.692617643,0.000278804,0,1
2410,8,6948,0.031927543,0.003998689,0.200643767,1,390.6666667,0.505972082,9.45E-05,0,1
2411,6,6948,0.108607292,0.01360226,0.307138045,3,1366.285714,1.376313139,0.000280766,0,1
2412,48,2898,0.097680494,0.018572736,0.147260802,6,687.0204082,11.6122801,0.000624512,0,1
2413,190,2898,0.470016181,0.087351942,0.390785918,57,933.6910995,61.51604001,14.22192119,17.63313741,1
2414,217,94,0.032535741,0.013897604,0.086425698,3,5.527522936,12.68421053,0.006807196,0,1
2415,153,165,0.01689464,0.012508798,0.024505982,2,2.175324675,2.018072289,0.00373048,0.999000999,1
2416,2,38622,0.019213014,0.00293776,0.159190038,1,7107.666667,0.552080367,9.43E-06,0,1
2417,11,38622,0.076852056,0.010282161,0.110014074,8,5503.666667,1.709965565,0.000776345,0,1
2418,222,38622,0.274099854,0.044296348,0.225786299,123,4943.331839,28.54162028,0.012442266,2.969606982,1
2419,120,38622,0.251097005,0.038393916,0.221994255,83,6423.652893,20.12433006,0.008628036,7.599240076,1
2420,111,38622,0.226401662,0.037502705,0.251907252,72,7259.375,21.0509282,0.003888702,4.266382241,1
2421,84,38622,0.220179305,0.03587409,0.207627221,61,7083.835294,15.58982989,0.005786904,4.499625031,1
2422,580,38622,0.463881803,0.070718614,0.201974257,336,3059.810671,46.02827331,0.074054096,1.482258991,1
