,sink_pre_siz,source_suc_siz,Common_Following,Common_Follower,Common_Following_With_Sink_Followers,Common_follower_with_source_followings,Resource_allocation_index,Within_inter_cluster,Label
4748,314,6948,0,91,1213.092063,54.9897827,0.003548777,21.99450137,1
4749,31,6948,0,8,887,4.084616492,0.000675551,0,1
4750,57,6948,0,33,2027.327586,16.92113973,0.00061998,15.992004,1
4751,93,6948,0,37,1720.638298,23.27529141,0.000951464,37000,1
4752,33,291,0,0,16.73529412,1.948630137,0.001331924,2000,1
4753,15,291,0,0,15.0625,0.825342466,0,0,1
4754,4,9386,0,0,483.8,0.257696815,0,0,1
4755,32,9386,0,2,416.3030303,1.46351337,0.000769147,0,1
4756,6,9386,0,0,1125.142857,0.839032705,1.34E-05,0,1
4757,8,9386,0,0,130.1111111,0.124746991,0,0,1
4758,1,9386,0,0,1477,0.314690529,0,0,1
4759,19,9386,0,5,545.1,1.161393416,0.000111733,0,1
4760,48,9386,0,9,364.122449,1.900713753,0.000138989,0,1
4761,34,9386,0,3,317.1428571,1.182486417,0.004942537,0,1
4762,3,9386,0,1,1104,0.47043784,8.38E-06,0,1
4763,38,9386,0,2,353.5384615,1.468839885,0.000440733,0,1
4764,1,9386,0,1,692.5,0.147544476,3.92E-05,0,1
4765,14,9386,0,0,33.46666667,0.053478215,0,0,1
4766,13,9386,0,1,648.2857143,0.966869074,4.88E-05,0,1
4767,516,9386,0,33,188.5976789,10.38723767,0.001398289,0,1
4768,1,9386,0,1,1041.5,0.221902631,2.49E-05,0,1
4769,1,9386,0,0,891,0.189837009,0,0,1
4770,8,9386,0,1,763.6666667,0.732182806,2.49E-05,0,1
4771,19,9386,0,0,547.95,1.167465644,8.67E-05,0,1
4772,20,9386,0,6,518.9047619,1.160860765,0.000147716,0,1
4773,208,9386,0,26,305.1148325,6.793331203,0.001342881,0,1
4774,56,388,0,11,67.22807018,9.850899743,0.007252662,5.997001499,1
4775,252,215,30,20,20.55335968,24.07407407,0.102146619,13.99720056,1
4776,122,1816,0,4,142.7560976,9.663731425,0.000279173,0,1
4777,17,1816,0,0,208.1666667,2.062190424,0,0,1
4778,113,1816,0,14,153.6842105,9.642267474,0.003388982,0,1
4779,23,1816,0,0,138.375,1.82773803,0,0,1
4780,2,1816,0,0,108.6666667,0.179416621,0,0,1
4781,30,1816,0,2,149.8064516,2.55586131,0.001429352,0,1
4782,7,626,0,7,95.625,1.220095694,0.021160329,0,1
4783,11,150,0,1,6.333333333,0.503311258,0.00297619,1000,1
4784,44,365,29,23,48.02222222,5.904371585,0.135021457,35.96403596,1
4785,8,396,0,0,22.77777778,0.516372796,0,0,1
4786,358,1639,0,51,337.9526462,73.97865854,0.001326316,4.099590041,1
4787,179,1639,0,30,171.1,18.77926829,0.014067352,0,1
4788,40,1639,0,14,537.6829268,13.44207317,0.000211676,14000,1
4789,44,1639,0,5,284.7555556,7.813414634,0.000600076,0.666444518,1
4790,362,1639,0,60,296.399449,65.6054878,0.003119005,3.61510653,1
4791,326,510,126,86,35.00611621,22.40117417,0.584014986,7.952002286,1
4792,25,1787,0,7,399.1153846,5.803691275,0.001175301,0,1
4793,16,1787,0,8,276.3529412,2.627516779,0.001597375,0,1
4794,5,1787,0,1,90.5,0.303691275,0.00060024,0,1
4795,41,1787,0,3,130.0952381,3.055928412,0.001026717,0,1
4796,2,101,0,2,15.33333333,0.450980392,0.05952381,0,1
4797,37,109,0,13,38.15789474,13.18181818,0.118761316,1.444283968,1
4798,68,3551,0,25,679.2173913,13.19425676,0.001861799,0,1
4799,4,3551,0,1,356.2,0.501407658,9.45E-06,0,1
4800,107,3551,131,22,374.4074074,11.38400901,1.665818086,0,1
4801,28,3551,0,16,538.7586207,4.398648649,0.008780786,0,1
4802,217,3551,277,51,305.2522936,18.73451577,3.559408247,0,1
4803,128,3551,0,35,473.627907,17.20101351,0.003056552,0,1
4804,20,3551,0,7,551.7142857,3.261824324,0.000462198,0,1
4805,1226,3551,80,66,110.8834556,38.30349099,0.342863959,0,1
4806,28,3551,0,11,656.8965517,5.363175676,0.000433578,0,1
4807,150,3551,0,34,464.8013245,19.75929054,0.002000945,0,1
4808,68,3551,0,20,598.7826087,11.63175676,0.000635273,0,1
4809,43,3551,38,17,257.1818182,3.185810811,0.63034506,0,1
4810,3,5818,0,2,582.5,0.400412442,0.000678336,0.999000999,1
4811,18,5818,0,9,422.4736842,1.37944664,0.003327782,0,1
4812,5,5818,0,4,853.3333333,0.879876267,0.001061661,2.997002997,1
4813,25,5818,0,5,544.8461538,2.434438907,0.000474901,0,1
4814,182,5818,0,40,670.7868852,21.09537721,0.001783517,0,1
4815,3,5818,0,1,101.75,0.069943289,2.43E-06,0,1
4816,7,5818,0,0,26,0.035744973,0,0,1
4817,11,5818,0,3,624.9166667,1.2887094,0.000412842,1.998001998,1
4818,6,5818,0,3,531.7142857,0.639628802,0.000851586,0.499750125,1
4819,990,5818,1318,73,292.4833502,49.81113593,14.79051376,0,1
4820,37,5818,0,14,874.0526316,5.707853583,0.00031194,0,1
4821,19,5818,0,4,562,1.931603368,0.000270584,0,1
4822,43,5818,0,13,947.5227273,7.164633098,0.001710305,0,1
4823,107,5818,0,34,799.787037,14.84395944,0.000602202,0,1
4824,334,79,6,4,3.489552239,14.6125,0.032399862,0,1
4825,128,242,0,22,33.85271318,17.97119342,0.036142475,1.444283968,1
4826,16,863,0,11,125.4705882,2.46875,0.024771976,10.98901099,1
4827,29,563,0,11,86.46666667,4.59929078,0.005459345,0.999833361,1
4828,133,563,0,15,38.12686567,9.058510638,0.022064107,1.714040851,1
4829,149,563,0,18,37.68,10.0212766,0.03812461,3.33277787,1
4830,133,1997,87,30,242.5298507,16.26576577,0.317788479,1.705832181,1
4831,91,1997,0,21,323.9673913,14.91741742,0.005524532,0,1
4832,6,1997,0,3,244.2857143,0.855855856,0.004305894,0,1
4833,75,1997,56,29,260.7105263,9.916916917,0.131254791,5.499450055,1
4834,267,1997,280,49,259.4291045,34.7982983,1.402705881,0,1
4835,248,1997,129,63,188.1164659,23.44394394,0.562682101,5.173688101,1
4836,2,1997,0,2,541.3333333,0.812812813,0.000597285,0,1
4837,27,665,0,4,80.42857143,3.381381381,9.47E-05,0,1
4838,2,313,0,0,8,0.076433121,0,0,1
4839,103,313,0,28,50.73076923,16.80254777,0.025219898,4.599080184,1
4840,1,1547,0,0,103.5,0.13372093,0,0,1
4841,38,338,0,15,50.56410256,5.817109145,0.011519973,1.99960008,1
4842,19,338,0,4,35.1,2.07079646,0.004238582,2.997002997,1
4843,21,338,12,2,28.40909091,1.843657817,0.202130568,12.98701299,1
4844,3,859,0,2,54.75,0.254651163,0.000800322,0,1
4845,3,171,0,3,48.25,1.122093023,0.0250647,0,1
4846,210,963,0,26,125.478673,27.46473029,0.000749101,0,1
4847,1196,963,239,37,75.40601504,93.63174274,1.213615098,0,1
4848,103,963,0,3,68.69230769,7.410788382,8.91E-05,0,1
4849,13,179,0,2,11,0.855555556,0.00318783,2000,1
4850,51,179,0,0,8.25,2.383333333,0,0,1
4851,1,1814,0,0,171.5,0.188980716,0,0,1
4852,1,1487,0,0,102.5,0.137768817,0,0,1
4853,3,1487,0,0,24.5,0.065860215,7.33E-05,0,1
4854,70,1487,0,1,67.33802817,3.213037634,0.000773171,0,1
4855,22,1487,0,2,110.5217391,1.708333333,0.000203496,0,1
4856,175,148,13,0,6.471590909,7.644295302,0.182961029,3.332222592,1
4857,48,1566,0,2,153.5918367,4.802807913,0.002003416,0,1
4858,1,1566,0,0,114.5,0.146139119,0,0,1
4859,60,1566,0,4,184.2131148,7.171027441,4.71E-05,0,1
4860,357,656,14,67,37.62011173,20.49923896,0.187548366,5.768787016,1
4861,11,656,0,1,19.58333333,0.357686454,0.000373413,1000,1
4862,1,90,0,1,6.5,0.142857143,0.016393443,1000,1
4863,194,140,0,0,9.579487179,13.24822695,0.001187648,1000,1
4864,34,1135,0,7,138.5142857,4.267605634,0.000214292,0,1
4865,14,1135,0,1,70.26666667,0.927816901,0.002352451,2000,1
4866,1,1135,0,0,56,0.098591549,0,0,1
4867,94,399,0,2,9.252631579,2.1975,0.002492246,0.999000999,1
4868,1,145,0,0,3,0.04109589,0,0,1
4869,9,2454,0,4,72.3,0.294501018,0.007974558,0,1
4870,29,2454,0,2,81.03333333,0.990224033,0.003631951,0,1
4871,9,2454,0,1,125,0.509164969,8.59E-05,0,1
4872,3,2454,0,1,135.5,0.220773931,8.59E-05,1000,1
4873,13,2454,0,0,1.642857143,0.009368635,0,0,1
4874,389,3221,0,43,275.8384615,33.38826816,0.005014184,0,1
4875,153,3221,0,32,376.6753247,18.00372439,0.001745811,0,1
4876,393,3221,226,77,206.215736,25.216946,1.083297083,1.315303466,1
4877,108,3221,0,24,336.3761468,11.3795779,0.008146764,0,1
4878,109,3221,0,18,218.0272727,7.443513346,0.006481157,1.181710754,1
4879,26,3221,0,13,305,2.555865922,0.003065936,1.799640072,1
4880,100,3221,0,24,345.950495,10.84450652,0.002661356,0.260858224,1
4881,9,3221,0,3,357.8,1.110490379,0.000732903,0,1
4882,20,85,0,10,14.19047619,3.465116279,0.06828352,11000,1
4883,17,340,0,0,10.77777778,0.568914956,0,0,1
4884,22,1648,0,7,405.6086957,5.657368102,0.000280713,0,1
4885,25,1648,0,14,200.4230769,3.160097029,0.012535977,5.997001499,1
4886,46,1648,0,32,295.7659574,8.42995755,0.021629614,7.248187953,1
4887,70,2003,72,16,316.028169,11.19660679,0.332460431,3.110938281,1
4888,421,2003,344,54,219.6990521,46.26397206,1.346791728,1.822565947,1
4889,68,2003,0,6,210.1594203,7.236027944,0.000451882,0.499875031,1
4890,871,2003,0,81,237.1353211,103.1846307,0.007567721,0,1
4891,120,2003,0,15,221.0495868,13.34680639,0.001587031,0,1
4892,2,110,0,2,13.66666667,0.369369369,0.007024293,0,1
4893,37,205,9,26,32.63157895,6.019417476,0.542048211,27000,1
4894,76,144,0,6,5.857142857,3.110344828,0.020152841,4.995004995,1
4895,20,136,0,17,108.3809524,16.61313869,0.076912862,4.998333889,1
4896,7,71,0,0,1.375,0.152777778,0,0,1
4897,82,3409,0,22,321.9879518,7.837243402,0.014273958,0,1
4898,33,3409,0,11,325.0588235,3.241055718,0.004252673,0.714183688,1
4899,35,3409,0,11,355.6944444,3.755131965,0.002335178,0.833194468,1
4900,77,3409,0,31,355.1794872,8.124340176,0.005944515,1.117581319,1
4901,131,3409,44,53,293.5606061,11.36363636,0.142769812,3.823304511,1
4902,3,3409,0,1,150.5,0.176539589,0.000782473,0,1
4903,252,377,0,47,62.13438735,41.58730159,0.039114512,3.272429779,1
4904,1,346,0,1,25,0.144092219,0.000100482,0,1
4905,1412,346,39,24,21.22859165,86.44380403,0.095582743,13.24668833,1
4906,6,46,0,1,1.142857143,0.170212766,0.000856266,0,1
4907,44,12609,0,24,3796.266667,13.54734338,0.000553103,7.664111963,1
4908,240,12609,0,115,2342.439834,44.76827914,0.007523661,3.833173618,1
4909,196,12609,0,96,2394.86802,37.41387787,0.006146979,2.807584324,1
4910,221,12609,0,100,2323.990991,40.91403648,0.005756898,5.732951137,1
4911,68,12609,0,49,3105.73913,16.99413164,0.003006502,9.198160368,1
4912,41,12609,0,29,4017.642857,13.3815226,0.000857067,3.832694551,1
4913,104,12609,0,46,2550.114286,21.23409992,0.001986344,3.799620038,1
4914,23,12609,0,14,3734.458333,7.107613006,0.00026265,2.749312672,1
4915,59,12609,0,44,2752.983333,13.09904837,0.003221675,5.570632767,1
4916,110,12609,0,49,2405.243243,21.17224425,0.003052841,4.555049439,1
4917,186,12609,0,103,2401.026738,35.60602696,0.005931042,3.29152952,1
4918,97,12609,0,49,2758.591837,21.43869944,0.001726305,3.454231434,1
4919,181,12609,0,82,2384.236264,34.41165741,0.006907488,3.199840008,1
4920,175,12609,0,71,2033,28.37494052,0.004321237,0,1
4921,257,12609,0,115,2113,43.23187946,0.006344546,0,1
4922,44,12609,0,25,2257.422222,8.055828707,0.001568239,1.083243063,1
4923,8,12609,0,7,3499.666667,2.49777954,0.000194748,0,1
4924,103,12609,0,56,2603.625,21.47319588,0.00343361,4.181438051,1
4925,109,12609,0,58,3060.409091,26.69666931,0.003665675,4.99950005,1
4926,146,12609,0,70,2203.421769,25.68620143,0.004729905,3.117463679,1
4927,45,12609,0,30,4165.869565,15.19666931,0.00114181,14.49275362,1
4928,46,12609,0,28,3827.723404,14.2666931,0.000695794,5.998500375,1
4929,8,12609,0,7,3795.555556,2.708961142,0.00015985,5.994005994,1
4930,14,12609,0,12,3362.2,3.999444885,0.000521528,0,1
4931,22,12609,0,12,3238.869565,5.907533703,0.000605369,11.98801199,1
4932,18,12609,0,17,5337.736842,8.04258525,0.000211905,7.496251874,1
4933,1,137,0,0,14,0.202898551,0,0,1
4934,12,2142,0,2,149.3846154,0.906206253,0.000415485,0,1
4935,1007,2142,0,77,107.7936508,50.70275315,0.014408164,0.328353308,1
4936,343,2142,209,73,175.5872093,28.18572095,1.555237476,1.419339577,1
4937,68,2142,0,5,64.33333333,2.07139524,0.002495541,0,1
4938,18,2142,0,1,107.6842105,0.954736351,0.001085843,0,1
4939,450,2142,51,39,115.8292683,24.3765749,0.174392302,4.352685136,1
4940,491,207,32,6,15.70121951,37.13942308,0.431336028,0,1
4941,26,1348,0,1,56.03703704,1.121571534,0.001023498,0,1
4942,710,1348,214,90,97.80731364,51.55003706,0.723000924,0,1
4943,3431,1348,83,107,42.31672494,107.6582654,0.264012918,0,1
4944,31,4654,0,10,481.8125,3.312137487,0.001830039,0,1
4945,268,4654,0,65,435.9739777,25.19377014,0.012021806,0,1
4946,27,4654,0,21,870.3928571,5.235445757,0.018091392,0.53329778,1
4947,125,4654,0,62,704.8253968,19.07798067,0.008274321,0,1
4948,14,4654,0,3,539.7333333,1.739205156,5.57E-05,0,1
4949,68,4654,0,29,628.8985507,9.322019334,0.003848647,0,1
4950,445,4654,0,96,433.8183857,41.56455424,0.010624986,0,1
4951,24,4654,0,8,516.32,2.772932331,0.000557623,0,1
4952,720,4654,185,151,241.8432732,37.45843179,1.206656967,0,1
4953,141,4654,0,58,670.8661972,20.46466165,0.006346688,0,1
4954,1,4654,0,1,311,0.133619764,0.000286944,1000,1
4955,65,4654,0,21,717.6363636,10.17486574,0.002214716,0,1
4956,106,93,6,1,4.14953271,4.723404255,0.031962171,0,1
4957,16,1361,0,4,55.58823529,0.693832599,0.002793713,0,1
4958,336,410,13,2,6.623145401,5.430656934,0.871535597,0,1
4959,154,10585,0,56,1515.541935,22.19053467,0.007656022,0,1
4960,15,10585,0,6,2098.75,3.172114113,0.000155581,0,1
4961,191,10585,0,82,1247.911458,22.63357264,0.015790968,0,1
4962,66,10585,0,30,1600.791045,10.13158889,0.005877588,0,1
4963,150,10585,0,74,1289.324503,18.39108256,0.017979569,0,1
4964,43,10585,0,19,951.4545455,3.954657094,0.003803544,0,1
4965,31,10585,0,12,1325.03125,4.00538447,0.007654946,0,1
4966,152,10585,330,52,989.503268,14.30134139,4.556545454,0,1
4967,67,10585,0,35,901.2352941,5.789155488,0.01300095,2.166486126,1
4968,22,10585,0,16,1845.956522,4.010674476,0.006079454,1.285530638,1
4969,29,10585,0,14,2267,6.424522955,0.000478601,0,1
4970,9,10585,0,5,2465,2.328547138,6.12E-05,0,1
4971,32,10585,0,10,990.969697,3.089174381,0.002213736,0,1
4972,11,10585,0,9,1659.833333,1.881541659,0.001951031,0,1
4973,12,10585,0,3,1358.461538,1.668241073,4.97E-05,0,1
4974,17,10585,0,9,954.1111111,1.622331381,0.002429915,0,1
4975,29,10585,0,13,1097.866667,3.111279048,0.009161264,0.777691368,1
4976,10,10585,0,6,1702,1.768562252,0.000528155,0,1
4977,213,10585,492,86,736.8551402,14.89580578,4.477365944,1.918117438,1
4978,32,10585,0,18,1980.242424,6.173058757,0.001787561,0,1
4979,410,10585,0,144,964.4671533,37.44530512,0.039704314,0,1
4980,1359,10585,2796,197,434.0154412,55.75864349,31.30157025,0,1
4981,9,10585,0,5,2483.2,2.345739656,0.000308478,0,1
4982,120,10585,0,38,1408.92562,16.10428868,0.005256586,0,1
4983,292,10585,0,97,1103.74744,30.5495938,0.02360246,0,1
4984,79,377,7,0,20.0875,4.251322751,0.315799408,0,1
4985,350,7566,859,91,848.1139601,39.34029338,4.445725332,5.323490268,1
4986,51,7566,0,19,1130.923077,7.771640016,0.001826336,2.166305616,1
4987,18,7566,0,8,1231.052632,3.091053258,0.000143455,0,1
4988,1,7566,0,0,85.5,0.022598123,0,0,1
4989,56,7566,0,18,958.4912281,7.22003436,0.001854263,1.571204114,1
4990,54,7566,0,21,1301.672727,9.46108101,0.000863147,2.499583403,1
4991,67,7566,0,34,1433.073529,12.87815515,0.001152455,3.249593801,1
4992,48,7566,0,21,1337.653061,8.661953218,0.000670072,5.998000666,1
4993,14,7566,0,7,1201.733333,2.382185807,0.000141176,0,1
4994,26,7566,0,6,998.5555556,3.562970794,6.74E-05,0,1
4995,9,7566,0,7,1417.3,1.873001189,0.001073384,0,1
4996,335,7566,0,93,886.0119048,39.34187921,0.00666631,3.428408171,1
4997,89,7566,0,35,1316.377778,15.65666711,0.000872999,7.748062984,1
4998,369,7566,0,93,874.672973,42.76846835,0.004182536,4.166435198,1
4999,85,9778,0,18,634.3023256,5.578279988,0.004024791,0,1
5000,24,9778,0,6,1201.84,3.072502301,0.000206885,0,1
5001,149,9778,0,60,863.0066667,13.23765211,0.011227539,0,1
5002,74,9778,0,33,1286.666667,9.868084671,0.002417245,0,1
5003,81,9778,0,28,1203.5,10.09172717,0.002833618,0,1
5004,44,9778,0,9,412.3111111,1.897331015,0.007621939,0,1
5005,7,9778,0,3,932.875,0.763165968,0.000632502,0,1
5006,2,9778,0,0,170.3333333,0.052254832,0,0,1
5007,253,9778,0,78,706.8897638,18.36077309,0.017571048,0,1
5008,5,9778,0,0,101.1666667,0.062071786,0,0,1
5009,54,9778,0,15,843.1818182,4.742304939,0.000926257,0,1
5010,46,9778,0,20,923.893617,4.440433582,0.000640518,0,1
5011,17,9778,0,7,1497,2.755496472,0.000103259,0,1
5012,13,9778,0,1,877.0714286,1.255649862,9.45E-06,0,1
5013,7,9778,0,2,931,0.761632069,4.03E-05,0,1
5014,363,9778,437,109,508.0604396,18.91134063,2.581998282,0,1
5015,86,9778,119,24,809.7816092,7.20431537,0.742015067,0,1
5016,446,9778,0,74,527.1006711,24.09387463,0.007721197,0,1
5017,35,9778,0,22,1567.611111,5.770937724,0.001238629,0,1
5018,41,9778,0,13,1170.785714,5.028428265,0.008256921,0,1
5019,5,9778,0,2,97,0.059515288,0.002128799,0,1
5020,1,9778,0,0,20,0.004090398,0,0,1
5021,14,9778,0,3,334.3333333,0.512833623,0.011175102,0,1
5022,17,392,0,3,30.33333333,1.389312977,0.002540639,0,1
5023,9,392,0,0,9,0.229007634,0,0,1
5024,2,8078,0,2,1131.333333,0.420101498,0.000132815,2000,1
5025,532,8078,0,246,495.1538462,32.667038,0.265486258,0,1
5026,2,8078,0,2,801.3333333,0.297561579,0.000134731,0.999000999,1
5027,1,8078,0,0,169.5,0.041960639,0,0,1
5028,171,8078,0,34,741.122093,15.77831415,0.004759438,0,1
5029,370,8078,0,99,619.6307278,28.45438792,0.014878658,0,1
5030,1,8078,0,0,8,0.001980443,0,0,1
5031,14,8078,0,8,916,1.700705533,0.000567835,0,1
5032,100,8078,0,18,780.009901,9.75133061,0.002136851,0,1
5033,2,8078,0,1,611,0.226884515,3.12E-05,0,1
5034,71,8078,0,16,802.6805556,7.153484342,0.002037626,0,1
5035,42,8078,0,28,861.8837209,4.587325164,0.006354933,0,1
5036,3,8078,0,2,726.75,0.35982176,0.000271638,0,1
5037,68,8078,0,30,523.173913,4.468251021,0.010306694,0,1
5038,80,8078,58,26,439.5555556,4.406981062,0.229985077,0,1
5039,115,8078,0,40,1024.612069,14.71159797,0.002264948,0,1
5040,7,8078,0,4,1161.125,1.149771011,0.000315595,0,1
5041,84,8078,0,43,847.9764706,8.921648719,0.014787985,0,1
5042,114,8078,0,38,972.4347826,13.84205966,0.001709721,0,1
5043,239,8078,0,73,824.9958333,24.50785988,0.007968475,0,1
5044,632,8078,0,136,512.235387,40.1342988,0.029862712,0,1
5045,62,8078,0,32,581.9206349,4.537814086,0.013271185,0,1
5046,64,8078,0,39,684.5076923,5.507240995,0.012162632,0,1
5047,1629,596,191,78,39.67177914,108.3165829,1.240692255,0,1
5048,6,439,0,1,43,0.684090909,0.000131544,0,1
5049,14,351,43,2,41.6,1.772727273,1.245812963,6.16563906,1
5050,21,1512,0,1,99.40909091,1.445472571,1.74E-05,0,1
5051,137,1512,0,41,309.3188406,28.21282221,0.002485761,0,1
5052,9,129,2,3,11.7,0.9,0.058259658,9000,1
5053,94,129,0,49,21.85263158,15.96923077,0.068765112,48.95104895,1
5054,18,930,0,7,163.4736842,3.336197637,0.001271158,2.99850075,1
5055,1123,930,71,61,49.25088968,59.46079484,0.164619871,2.62059929,1
5056,14,340,0,6,71.33333333,3.137829912,0.010253911,6000,1
5057,49,1251,0,9,165.46,6.607827476,0.001275275,0,1
5058,21,1251,0,7,184.4545455,3.241214058,0.003977611,0,1
5059,28,1251,0,4,157.0689655,3.638178914,3.34E-05,0,1
5060,9,1251,0,3,273.3,2.182907348,7.56E-05,0,1
5061,72,1251,0,23,233.630137,13.62220447,0.002990256,1.181710754,1
5062,195,1251,0,52,201.5969388,31.55990415,0.0165106,2.277651242,1
5063,61,1251,0,13,171.4354839,8.489616613,0.002820049,0.444395067,1
5064,848,759,0,22,57.26855124,63.975,0.002330732,0,1
5065,1,759,0,1,3.5,0.009210526,0.008849558,0,1
5066,10,759,0,2,105.3636364,1.525,6.27E-05,0,1
5067,15,62,0,0,1.5,0.380952381,0,0,1
5068,1314,581,76,20,41.95589354,94.79725086,0.204318367,4.26293353,1
5069,47,2122,0,12,313.2916667,7.083372586,0.000321824,0.3332963,1
5070,44,2122,71,10,123.3555556,2.614696185,4.494068145,0,1
5071,104,2122,8,5,65.04761905,3.217145549,0.042748278,1.599680064,1
5072,244,2122,0,30,264.3346939,30.50494583,0.001185281,0,1
5073,17,2122,0,6,353.8888889,3.000471032,0.000443056,0,1
5074,235,8027,0,109,1375.474576,40.43497758,0.006882869,3.384485212,1
5075,68,8027,0,45,1926.652174,16.55941704,0.001922655,4.874390701,1
5076,22,8027,0,8,1255.782609,3.59778276,0.000399574,0,1
5077,116,8027,216,28,738.3589744,10.76083707,1.370038394,0,1
5078,55,8027,0,37,1741.089286,12.14511709,0.005592965,1.437410162,1
5079,630,8027,569,134,374.9033281,29.46736423,4.558330842,0,1
5080,11,8027,0,8,1295.833333,1.936970603,0.001754321,0,1
5081,644,8027,0,176,742.7534884,59.67563528,0.026966166,0,1
5082,260,8027,0,108,1360.429119,44.22919781,0.007045315,5.470266455,1
5083,127,8027,0,49,1548.695313,24.69270055,0.001650868,11.74706323,1
5084,26,8027,0,15,1679.481481,5.648480319,0.000648869,1.833027829,1
5085,117,8027,0,61,1730.70339,25.43883906,0.00269008,5.299470053,1
5086,251,8027,569,101,1009.003968,31.6727703,2.300109589,1.989518379,1
5087,259,8027,0,88,1240.238462,40.16716492,0.005945443,5.428183701,1
5088,22,8027,0,8,1771.478261,5.075236672,7.78E-05,0,1
5089,44,8027,0,33,2436.222222,13.65595416,0.000728712,31.96803197,1
5090,65,8027,0,37,2045.969697,16.82037867,0.000904093,5.165805699,1
5091,229,9501,0,62,1167.465217,28.25899811,0.003419343,3.428326548,1
5092,31,9501,0,15,1836.8125,6.185855609,0.000209631,13.98601399,1
5093,50,9501,0,22,621.7647059,3.33719217,0.010322153,0,1
5094,6,9501,0,2,1185.428571,0.873289834,9.31E-05,0,1
5095,99,9501,0,29,643.92,6.776678594,0.008796027,0,1
5096,4,9501,0,4,752.2,0.395811408,0.001809661,0,1
5097,149,9501,0,33,1164.973333,18.39044412,0.001704782,7.248187953,1
5098,61,9501,0,25,796.3064516,5.195853505,0.006060795,0,1
5099,237,9501,0,61,1139.554622,28.54283309,0.004717112,3.69202369,1
5100,3,9501,0,2,526.25,0.221532309,0.001142875,0,1
5101,238,9501,0,67,1054.728033,26.52915176,0.005308081,4.582951421,1
5102,194,9501,0,88,1479.753846,30.36750158,0.004681256,4.499718768,1
5103,3,9501,0,2,667.5,0.280993475,0.000111341,0,1
5104,122,9501,0,58,906.8211382,11.73847611,0.015823244,0,1
5105,23,9501,0,8,1400.208333,3.536623869,0.000780802,6.993006993,1
5106,79,9501,0,29,1449.1625,12.20090507,0.001747389,2.624671916,1
5107,30,9501,0,13,1681.709677,5.486529152,0.000762432,13000,1
5108,61,9501,0,19,971.483871,6.338876026,0.00107132,2.166305616,1
5109,492,9501,1831,107,951.3732252,49.3608714,15.9639764,8.357100219,1
5110,20,9501,0,12,2444.571429,5.402652073,0.000167706,12000,1
5111,2,9501,0,1,1095,0.345716691,1.31E-06,0,1
5112,141,9501,0,60,1431.964789,21.39960008,0.002479398,2.157781169,1
5113,224,9501,608,50,1025.035556,24.27204799,3.91753053,5.921281783,1
5114,25,9501,0,9,1396.269231,3.820564092,0.000326716,7.992007992,1
5115,2,916,0,0,65,0.212649945,0,0,1
5116,107,5392,0,90,3006.018519,60.19840534,0.02214497,6.142418399,1
5117,153,5392,0,67,1813.415584,51.7830521,0.012431133,2.947213305,1
5118,130,5392,0,69,1718.312977,41.73910625,0.012396009,2.039918403,1
5119,95,5392,0,76,2948.15625,52.4796959,0.016339076,7.499250075,1
5120,169,5392,0,65,1733.458824,54.64268496,0.012729314,4.461195293,1
5121,191,5392,0,96,1984.223958,70.64175783,0.021468291,3.738967871,1
5122,181,5392,0,71,1619.274725,54.64639347,0.017407123,2.681696287,1
5123,120,5392,0,64,2183.884298,48.99870202,0.015281121,3.624773452,1
5124,82,5392,0,69,3197.060241,49.20378268,0.017148305,7.554716143,1
5125,113,5392,0,95,2856.236842,60.3765993,0.022610882,5.176166108,1
5126,98,5392,0,69,2702.989899,49.61913592,0.014788666,5.999454595,1
5127,110,5392,0,82,2803.666667,57.70572965,0.020475225,7.362967003,1
5128,78,5392,0,60,2951.683544,43.23808641,0.011348284,8.141694044,1
5129,6,541,0,5,55.71428571,0.719557196,0.014893636,0,1
5130,15,8788,0,2,277.6875,0.505518261,3.15E-05,0,1
5131,1,8788,0,0,705,0.160427807,0,0,1
5132,2,8788,0,0,172.3333333,0.058823529,0,0,1
5133,4,8788,0,0,409.6,0.233018546,2.43E-06,0,1
5134,13,8788,0,0,38.78571429,0.061781773,0.001386963,0,1
5135,1,8788,0,0,318,0.072363181,2.43E-06,0,1
5136,800,8788,0,46,136.8426966,12.47138469,0.004161331,0,1
5137,3,8788,0,0,494.25,0.224940266,0,0,1
5138,57,8788,0,2,122.5689655,0.808851974,0.001417393,0,1
5139,2,236,0,1,22.33333333,0.282700422,2.50E-06,0,1
5140,27,2525,0,5,239.2142857,2.65162312,0.002052976,0,1
5141,66,2525,0,13,239.5373134,6.353523357,0.010717694,1.999714327,1
5142,51,2525,0,5,172.4615385,3.550277118,0.00086912,0,1
5143,31,2525,0,8,304.25,3.854315123,0.003240601,0,1
5144,30,382,16,3,21.67741935,1.754569191,0.107388407,2.199560088,1
5145,91,238,0,8,10.70652174,4.121338912,0.011822202,0.599880024,1
5146,249,858,58,128,114.384,33.28987194,0.346713945,6.999681833,1
5147,442,858,54,117,65.62979684,33.84633295,0.322870705,10.21355617,1
5148,1,47159,0,1,3762.5,0.159563189,1.31E-06,0,1
5149,10,47159,0,1,1663.181818,0.38793469,1.31E-06,0,1
5150,9,47159,0,3,1413.8,0.299787956,0.000746715,0,1
5151,2,47159,0,2,2547.666667,0.16206531,0.000339149,0,1
5152,47,47159,0,20,2735.104167,2.783821035,0.000499728,0,1
