,Source,Sink,Label
1226472,393185,2024174,1
1226521,393185,2051948,1
1227041,393185,2390105,1
1227082,393185,2419890,1
1227202,393185,2499376,1
1227381,393185,2622264,1
1229032,393185,3634795,1
1229665,393185,4028408,1
1230206,393185,4349666,1
1231548,395249,3137601,1
1232334,396561,194259,1
1232420,396561,2033650,1
1232557,396561,4503824,1
1232796,398324,777655,1
1232841,398324,1375391,1
1232886,398324,2083487,1
1234872,400728,2524716,1
1235164,400923,3877685,1
1235941,401282,3253713,1
1236343,401344,1758794,1
1237568,401947,529652,1
1237832,401947,705218,1
1238132,401947,879994,1
1239716,401947,1873437,1
1241727,401947,3090003,1
1242415,401947,3483458,1
1242625,401947,3604866,1
1243650,401947,4245665,1
1244094,401947,4507014,1
1244617,401947,4857624,1
1244673,402165,3023674,1
1245245,402494,2424244,1
1246617,405025,1089558,1
1247123,405025,3905359,1
1247269,405025,4846881,1
1248477,405955,805772,1
1248805,405955,1022878,1
1248827,405955,1041495,1
1249112,405955,1237986,1
1249266,405955,1336159,1
1250576,405955,2255640,1
1250730,405955,2370777,1
1250737,405955,2377098,1
1250982,405955,2549002,1
1252243,405955,3429668,1
1252353,405955,3494103,1
1252886,405955,3893348,1
1252951,405955,3938177,1
1253349,405955,4220313,1
1253425,405955,4270402,1
1254268,405955,4861140,1
1256980,408043,4089900,1
1257296,408043,4569293,1
1257830,408436,1719803,1
1258017,408587,3800405,1
1258507,408965,52515,1
1259253,408965,151168,1
1259845,408965,225570,1
1260086,408965,255196,1
1260097,408965,257051,1
1260219,408965,270931,1
1260580,408965,316626,1
1260620,408965,322587,1
1260745,408965,339192,1
1262276,408965,522277,1
1263127,408965,631968,1
1263522,408965,680795,1
1264112,408965,757291,1
1264405,408965,797063,1
1264930,408965,861070,1
1265128,408965,885901,1
1265671,408965,955323,1
1265871,408965,980253,1
1267150,408965,1147164,1
1269066,408965,1392881,1
1269382,408965,1432318,1
1270207,408965,1530040,1
1270213,408965,1530730,1
1270392,408965,1553194,1
1270526,408965,1572513,1
1270975,408965,1623276,1
1271669,408965,1712914,1
1271749,408965,1723078,1
1271799,408965,1728702,1
1271992,408965,1754117,1
1272377,408965,1799650,1
1272776,408965,1852314,1
1273853,408965,1982506,1
1276441,408965,2310289,1
1276694,408965,2342598,1
1277009,408965,2380008,1
1277035,408965,2382994,1
1277815,408965,2481341,1
1278006,408965,2504011,1
1278403,408965,2552676,1
1278416,408965,2553958,1
1278456,408965,2557579,1
1279797,408965,2729839,1
1280484,408965,2816009,1
1281277,408965,2913417,1
1281625,408965,2956795,1
1282215,408965,3029199,1
1283066,408965,3133478,1
1283209,408965,3152940,1
1283230,408965,3155220,1
1283517,408965,3188044,1
1284245,408965,3284164,1
1285767,408965,3471472,1
1285852,408965,3483014,1
1286033,408965,3503913,1
1286524,408965,3564860,1
1286756,408965,3595003,1
1287620,408965,3695866,1
1287724,408965,3708562,1
1290332,408965,4047096,1
1290373,408965,4051881,1
1290385,408965,4053741,1
1290718,408965,4093843,1
1291313,408965,4171798,1
1291499,408965,4195447,1
1292291,408965,4293715,1
1292633,408965,4335161,1
1293284,408965,4415631,1
1293438,408965,4435044,1
1293558,408965,4449822,1
1294164,408965,4527416,1
1295647,408965,4728730,1
1297623,409590,3590481,1
1297756,409590,4327731,1
1298137,410415,223187,1
1298234,410415,1388808,1
1299994,411170,181470,1
1300207,411170,1236593,1
1300436,411170,2490120,1
1300467,411170,2670362,1
1300549,411170,3209838,1
1300656,411170,3769760,1
1300691,411170,3948958,1
1301220,412067,2225319,1
1301436,412067,3716801,1
1301919,412862,1799808,1
1302161,412862,3184003,1
1302581,412958,934377,1
1302682,412958,2579031,1
1304371,414608,514781,1
1305845,414608,1789810,1
1306651,414608,2541555,1
1306874,414608,2729114,1
1307051,414608,2915889,1
1308119,414608,3860982,1
1308579,414608,4250199,1
1310546,415521,1617049,1
1311268,415521,3274339,1
1311334,415521,3465587,1
1312123,415729,3419270,1
1312646,416770,2412375,1
1312901,416856,1450433,1
1313691,417358,2306235,1
1313811,417358,3369324,1
1314045,417416,170354,1
1314623,417416,1844811,1
1315143,417416,3304449,1
1315574,417416,4606518,1
1317595,417999,4439537,1
1317979,418191,3275583,1
1318010,418191,3687246,1
1318502,418339,2863071,1
1318572,418339,3320462,1
1318616,418339,3653563,1
1319319,418494,3910135,1
1321128,419362,752860,1
1321176,419362,789813,1
1321564,419362,1129399,1
1322313,419362,1733989,1
1322470,419362,1870960,1
1323347,419362,2646990,1
1324296,419362,3490395,1
1324405,419362,3602506,1
1324661,419362,3816942,1
1324874,419362,4013438,1
1325033,419362,4138387,1
1325371,419362,4426585,1
1325686,419362,4691461,1
1325884,419558,155905,1
1326145,419558,4265855,1
1326591,421093,4853234,1
1327078,422075,888328,1
1328371,422275,1094990,1
1329895,422275,2876131,1
1330628,422275,3774574,1
1330648,422275,3798921,1
1331394,422275,4597512,1
1332446,423761,2499358,1
1333144,424085,371379,1
1333353,424085,2997653,1
1334095,425372,437318,1
1334416,425493,926313,1
1334763,425493,2544207,1
1335112,425493,3972755,1
1335357,425555,844170,1
1335745,426136,2621002,1
1336277,426974,3944768,1
1337019,427805,11666,1
1338099,427805,45574,1
1339007,427805,74843,1
1339735,427805,97692,1
1342323,427805,176494,1
1342580,427805,183834,1
1342746,427805,188937,1
1344300,427805,235913,1
1345179,427805,263536,1
1349948,427805,412943,1
1350340,427805,424795,1
1350688,427805,434777,1
1350798,427805,438008,1
1351370,427805,456736,1
1351842,427805,471850,1
1354147,427805,545419,1
1356177,427805,608141,1
1356932,427805,630567,1
1357723,427805,655816,1
1360841,427805,755212,1
1362601,427805,808890,1
1362784,427805,814420,1
1370226,427805,1045666,1
1370550,427805,1054803,1
1372288,427805,1110503,1
1374459,427805,1179095,1
1374782,427805,1190081,1
1376040,427805,1228005,1
1379878,427805,1348436,1
1381738,427805,1406705,1
1383938,427805,1476487,1
1384905,427805,1503941,1
1385511,427805,1521398,1
1386524,427805,1554293,1
1389043,427805,1633437,1
1393807,427805,1780548,1
1394244,427805,1794478,1
1394405,427805,1799891,1
1400614,427805,1991442,1
1403212,427805,2072425,1
1404977,427805,2125059,1
1407347,427805,2198402,1
1408395,427805,2231444,1
1409039,427805,2251591,1
1411337,427805,2321962,1
1412765,427805,2366546,1
1413476,427805,2389321,1
1414144,427805,2410816,1
1414834,427805,2432668,1
1417165,427805,2502756,1
1417248,427805,2505280,1
1419788,427805,2583378,1
1420267,427805,2598134,1
1420863,427805,2615331,1
1421793,427805,2643017,1
1423320,427805,2690268,1
1423876,427805,2708136,1
1424481,427805,2727228,1
1424593,427805,2730530,1
1426053,427805,2775137,1
1426148,427805,2778146,1
1428100,427805,2838271,1
1428305,427805,2844123,1
1428446,427805,2847952,1
1431397,427805,2936886,1
1433095,427805,2987997,1
1434237,427805,3021247,1
1435130,427805,3050678,1
1435408,427805,3058812,1
1436165,427805,3082225,1
1436241,427805,3084896,1
1437146,427805,3114300,1
1437617,427805,3128133,1
1440349,427805,3212213,1
1441174,427805,3238079,1
1441555,427805,3251705,1
1441751,427805,3257704,1
1443325,427805,3307760,1
1443653,427805,3317859,1
1444529,427805,3346132,1
1444627,427805,3348747,1
1445585,427805,3376761,1
1446593,427805,3406569,1
1448496,427805,3468144,1
1449879,427805,3509373,1
1450842,427805,3540296,1
1453028,427805,3608267,1
1454888,427805,3664805,1
1455159,427805,3672477,1
1455391,427805,3679116,1
1456197,427805,3703301,1
1456514,427805,3713105,1
1459124,427805,3796088,1
1461070,427805,3857298,1
1461265,427805,3863886,1
1461422,427805,3868552,1
1466263,427805,4018794,1
1472990,427805,4227613,1
1473566,427805,4245942,1
1475456,427805,4305416,1
1477257,427805,4363862,1
1477378,427805,4367524,1
1478851,427805,4412471,1
1480152,427805,4450875,1
1480288,427805,4454652,1
1480748,427805,4469347,1
1480988,427805,4476129,1
1481088,427805,4479411,1
1484146,427805,4575352,1
1484609,427805,4589414,1
1484972,427805,4600800,1
1485977,427805,4632080,1
1486737,427805,4656719,1
1488347,427805,4707143,1
1488810,427805,4720510,1
1489518,427805,4742462,1
1492354,427805,4829418,1
1494151,429000,2133963,1
1494514,429180,4237279,1
1494953,429643,27850,1
1495379,429643,131485,1
1496005,429643,283620,1
1496236,429643,340869,1
1496640,429643,438094,1
1497875,429643,742194,1
1497969,429643,765117,1
1498353,429643,861609,1
1499008,429643,1030992,1
1499099,429643,1055875,1
1499197,429643,1077598,1
1499508,429643,1161189,1
1499783,429643,1227695,1
1500704,429643,1457845,1
1501065,429643,1543587,1
1501163,429643,1570139,1
1502317,429643,1847058,1
1502461,429643,1881413,1
1502555,429643,1909330,1
1503375,429643,2110387,1
1503409,429643,2118707,1
1503591,429643,2161819,1
1504300,429643,2335301,1
1505116,429643,2540685,1
1505764,429643,2695977,1
1506256,429643,2813117,1
1508123,429643,3275637,1
1509330,429643,3584526,1
1509703,429643,3673901,1
1510676,429643,3917302,1
1511692,429643,4166071,1
1512549,429643,4369795,1
1512750,429643,4424519,1
1512785,429643,4434040,1
1513011,429643,4489063,1
1513277,429643,4556081,1
1513469,429643,4600859,1
1513561,429643,4624953,1
1513991,429643,4736468,1
1514435,429643,4846665,1
1514566,431086,6648,1
1515472,431086,300881,1
1515576,431086,332805,1
1516363,431086,599377,1
1516993,431086,808103,1
1517124,431086,849357,1
1517379,431086,930791,1
1518046,431086,1149205,1
1518392,431086,1253720,1
1519360,431086,1577207,1
1520279,431086,1870261,1
1520845,431086,2052503,1
1521530,431086,2266825,1
1521635,431086,2305861,1
1521929,431086,2398372,1
1522142,431086,2469983,1
1522313,431086,2525077,1
1522780,431086,2689946,1
1523012,431086,2760528,1
1524831,431086,3370688,1
1525239,431086,3514154,1
1526031,431086,3771062,1
1526689,431086,3983108,1
1526744,431086,3997162,1
1527815,431086,4333154,1
1529461,431709,6293,1
1530156,431709,590107,1
1531735,431709,1995190,1
1531820,431709,2057272,1
1532088,431709,2288332,1
1532407,431709,2564105,1
1533912,431709,3866517,1
1534047,431709,3985011,1
1535506,432280,1442352,1
1536204,432342,1948271,1
1536324,432342,3117581,1
1536459,432342,4303818,1
1536553,432490,984091,1
1537825,433743,171759,1
1538114,433743,1060810,1
1538707,433743,2786273,1
1538993,433743,3645413,1
1539224,433743,4306094,1
1539360,433743,4684235,1
1540648,435003,1756974,1
1540740,435003,1976385,1
1541794,435064,135922,1
1542749,435064,4698230,1
1542933,435216,1373486,1
1543237,435216,4749052,1
1543328,435601,513671,1
1543346,435601,628509,1
1543480,435601,1553889,1
1544909,437405,4632689,1
1544919,437405,4719323,1
1545163,437874,1661584,1
1546057,438496,4844515,1
1546114,438816,4097198,1
1546754,439374,1404825,1
1547174,439374,2542336,1
1547827,439374,4511576,1
1547934,439374,4786813,1
1547937,439374,4798095,1
1548477,439557,39596,1
1548692,439557,56867,1
1549153,439557,92906,1
1550162,439557,171486,1
1551600,439557,286083,1
1551788,439557,300606,1
1552227,439557,335338,1
1552974,439557,395730,1
1553019,439557,399293,1
1553509,439557,436616,1
1553687,439557,449637,1
1554974,439557,551066,1
1555321,439557,577120,1
1555327,439557,577515,1
1557320,439557,739944,1
1557545,439557,759051,1
1558553,439557,836987,1
1558630,439557,843317,1
1559073,439557,875433,1
1559567,439557,916106,1
1559607,439557,918757,1
1559642,439557,921311,1
1560537,439557,989584,1
1561811,439557,1084398,1
1562008,439557,1100767,1
1563553,439557,1224920,1
1564165,439557,1273106,1
1565418,439557,1373923,1
1565439,439557,1375517,1
1565734,439557,1398662,1
1565811,439557,1405471,1
1566527,439557,1465078,1
1566606,439557,1471685,1
1567220,439557,1522183,1
1567394,439557,1536985,1
1567737,439557,1564674,1
1569181,439557,1679836,1
1569212,439557,1681790,1
1569304,439557,1689484,1
1569843,439557,1733845,1
1570784,439557,1806191,1
1571291,439557,1846008,1
1571524,439557,1864153,1
1572155,439557,1912869,1
1572580,439557,1948444,1
1572677,439557,1955707,1
1572898,439557,1971592,1
1575522,439557,2182898,1
1575561,439557,2185755,1
1577837,439557,2366053,1
1577874,439557,2369485,1
1577921,439557,2372900,1
1578155,439557,2390026,1
1579400,439557,2490914,1
1580329,439557,2563551,1
1580373,439557,2567275,1
1580987,439557,2613006,1
1581675,439557,2666685,1
1583456,439557,2811816,1
1583506,439557,2816184,1
1583805,439557,2840803,1
1583811,439557,2841169,1
1587114,439557,3103604,1
1587534,439557,3137217,1
1588685,439557,3225568,1
1588834,439557,3237150,1
1588858,439557,3238895,1
1590177,439557,3342086,1
1590780,439557,3390293,1
1592013,439557,3486107,1
1592383,439557,3514996,1
1594412,439557,3677691,1
1595025,439557,3728191,1
1595204,439557,3743893,1
1595317,439557,3751648,1
1596384,439557,3834779,1
1597246,439557,3902926,1
1597867,439557,3953716,1
1598010,439557,3966041,1
1598208,439557,3981204,1
1598264,439557,3986062,1
1599443,439557,4078951,1
1599574,439557,4088562,1
1599636,439557,4093952,1
1600166,439557,4133281,1
1600202,439557,4136209,1
1600335,439557,4146901,1
1600371,439557,4150145,1
1600410,439557,4153509,1
1600682,439557,4175829,1
1600840,439557,4187128,1
1601217,439557,4215877,1
1601274,439557,4219955,1
1601404,439557,4229906,1
1601720,439557,4254528,1
1601736,439557,4255363,1
1602294,439557,4298743,1
1602359,439557,4303923,1
1602899,439557,4343093,1
1603032,439557,4353839,1
1603434,439557,4385776,1
1603464,439557,4387901,1
1607188,439557,4676030,1
1607648,439557,4712142,1
1607801,439557,4723419,1
1608035,439557,4741011,1
1608435,439557,4770883,1
1608682,439557,4788253,1
1608690,439557,4789074,1
1611186,441667,276034,1
1611205,441667,279906,1
1611273,441667,301572,1
1612497,441667,711953,1
1612635,441667,754959,1
1613930,441667,1195231,1
1613998,441667,1215616,1
1614335,441667,1319929,1
1615355,441667,1644635,1
1616528,441667,2051295,1
1616620,441667,2085731,1
1617064,441667,2242832,1
1617631,441667,2431796,1
1618704,441667,2775377,1
1618990,441667,2869336,1
1619043,441667,2887281,1
1619251,441667,2952329,1
1619310,441667,2972050,1
1619483,441667,3032259,1
1619687,441667,3098063,1
1620140,441667,3238107,1
1620146,441667,3240160,1
1620681,441667,3413169,1
1621337,441667,3634380,1
1621345,441667,3637294,1
1623405,441667,4318649,1
1623738,441667,4426714,1
1624280,441667,4604841,1
1624640,441667,4717266,1
1624904,441667,4799136,1
1625123,441721,1085492,1
1625285,441734,155761,1
1625959,441734,1070432,1
1626212,441734,1399218,1
1626247,441734,1453885,1
1627520,441734,3137175,1
1627684,441734,3383252,1
1628225,441734,4131662,1
1628668,441734,4734435,1
1629379,443309,663916,1
1629849,443309,1967292,1
1630775,443309,4414809,1
1630839,443309,4618831,1
1632738,445732,3198465,1
1633111,445732,4159835,1
1633486,445900,698620,1
1633860,445900,3993347,1
1633878,445900,4112891,1
1634204,445996,89553,1
1634238,445996,105174,1
1634350,445996,157454,1
1634414,445996,183132,1
1635469,445996,584214,1
1635634,445996,650810,1
1636591,445996,999163,1
1636930,445996,1128786,1
1637587,445996,1378987,1
1638921,445996,1890280,1
1638960,445996,1903691,1
1640975,445996,2657778,1
1641862,445996,3010372,1
1642268,445996,3159026,1
1642400,445996,3219435,1
1642956,445996,3449097,1
1644201,445996,3906315,1
1644310,445996,3948929,1
1644412,445996,3985518,1
1644754,445996,4118237,1
1645070,445996,4240953,1
1645171,445996,4271720,1
1645424,445996,4360256,1
1645600,445996,4424678,1
1645759,445996,4470895,1
1645985,445996,4556120,1
1646574,445996,4781587,1
1647018,446533,321744,1
1647260,446533,759386,1
1647628,446533,1460352,1
1648656,446533,3463512,1
1649142,446533,4410463,1
1649383,446540,1562733,1
1649497,447388,541710,1
1650628,448143,673394,1
1650685,448143,808644,1
1650756,448143,974367,1
1651661,448143,3379681,1
1651779,448143,3641600,1
1652285,448272,574108,1
1652443,448517,3752,1
1652500,448517,27839,1
1653544,448517,446202,1
1654085,448517,661161,1
1654189,448517,702886,1
1654793,448517,929188,1
1655151,448517,1061230,1
1658327,448517,2299127,1
1658407,448517,2332285,1
1658523,448517,2373739,1
1658646,448517,2422269,1
1659635,448517,2788655,1
1660694,448517,3219524,1
1661052,448517,3356680,1
1661258,448517,3431613,1
1662156,448517,3775366,1
1662664,448517,3984569,1
1663494,448517,4300116,1
1663615,448517,4353018,1
1663620,448517,4354289,1
1663740,448517,4401280,1
1665239,449287,3402731,1
1665244,449287,3488621,1
1665383,449396,3874674,1
1665737,449646,4131181,1
1665852,450146,4710604,1
1665907,450506,2221881,1
1666134,451191,196521,1
1666533,451191,1229491,1
1666688,451191,1635717,1
1666784,451191,1984996,1
1667022,451191,2657984,1
1667046,451191,2752180,1
1668135,451621,4330901,1
1668754,452751,1719802,1
1668948,452761,194719,1
1669330,452761,751045,1
1669607,452761,1130763,1
1670426,452761,2405045,1
1671566,452761,4226284,1
1672273,453354,4630743,1
1673007,454446,2040656,1
1673565,454454,620854,1
1673625,454454,787826,1
1674369,454454,3352203,1
1674372,454454,3362984,1
1674734,454454,4676939,1
1676483,455911,4295946,1
1677447,455994,1690649,1
1679330,456154,1154672,1
1679800,457215,140700,1
1680468,457215,3229405,1
1680762,457215,4528986,1
1680870,457343,429643,1
1680880,457343,1241838,1
1681338,457452,1904427,1
1682582,457963,919134,1
1683014,457963,2015328,1
1683739,457963,3794585,1
1683934,457963,4286410,1
1685169,458096,4575649,1
1687330,458480,3231121,1
1687551,458480,4690346,1
1687659,458930,2759421,1
1687801,459115,474192,1
1688912,460497,2022241,1
1689387,460937,1262170,1
1690328,461343,4004432,1
1690582,462205,1214393,1
1691124,462267,2018881,1
1691281,462298,21061,1
1691995,462298,346617,1
1692073,462298,374723,1
1692176,462298,416281,1
1692730,462298,663054,1
1693804,462298,1126920,1
1695570,462298,1924395,1
1695738,462298,1998036,1
1696474,462298,2334986,1
1698151,462298,3102796,1
1698586,462298,3283709,1
1699688,462298,3770968,1
1700127,462298,3973316,1
1700134,462298,3977574,1
1700472,462298,4124841,1
1701009,462298,4359159,1
1701284,462298,4475547,1
1701384,462298,4515646,1
1701401,462298,4523245,1
1702746,462477,335084,1
1703075,462477,948768,1
1703597,462477,1990615,1
1703668,462477,2150273,1
1703885,462477,2572450,1
1704047,462477,2903285,1
1704247,462477,3271982,1
1706449,465459,2145472,1
1707015,465459,4127508,1
1707568,465946,14932,1
1707591,465946,101766,1
1708402,465946,2803574,1
1708432,465946,2872783,1
1709644,466167,3245873,1
1710700,466667,363116,1
1711381,466667,1167901,1
1711484,466667,1285310,1
1711495,466667,1297691,1
1712359,466667,2302668,1
1712472,466667,2422137,1
1712479,466667,2428341,1
1712572,466667,2532792,1
1712764,466667,2782219,1
1713588,466667,3717235,1
1714721,466771,1969903,1
1715326,470424,1374934,1
1715552,470424,4730405,1
1715943,471609,3126254,1
1717210,471706,71459,1
1718277,471706,151111,1
1719441,471706,235344,1
1719559,471706,244102,1
1719595,471706,246974,1
1721234,471706,371573,1
1722261,471706,449553,1
1723531,471706,543825,1
1723796,471706,565153,1
1724036,471706,581900,1
1725624,471706,701174,1
1726114,471706,736762,1
1726608,471706,775281,1
1726695,471706,782316,1
1727009,471706,806737,1
1727491,471706,845024,1
1727547,471706,848794,1
1727996,471706,883334,1
1728020,471706,885078,1
1729244,471706,974008,1
1729491,471706,993901,1
1729749,471706,1011044,1
1730508,471706,1066017,1
1730528,471706,1067435,1
1730802,471706,1088403,1
1731033,471706,1105435,1
1731683,471706,1153749,1
1732081,471706,1183626,1
1732500,471706,1215453,1
1732632,471706,1225377,1
1733345,471706,1278308,1
1734374,471706,1354034,1
1735952,471706,1476767,1
1737134,471706,1564431,1
1737594,471706,1599622,1
1739088,471706,1713558,1
1742358,471706,1956779,1
1744209,471706,2094664,1
1744288,471706,2100137,1
1744845,471706,2138705,1
1745611,471706,2193944,1
1745830,471706,2209969,1
1747434,471706,2330873,1
1747468,471706,2333082,1
1747527,471706,2337575,1
1748529,471706,2410974,1
1748820,471706,2433133,1
1749160,471706,2457325,1
1749538,471706,2485502,1
1750318,471706,2544847,1
1752277,471706,2685336,1
1753291,471706,2756825,1
1753760,471706,2790149,1
1754569,471706,2848933,1
1755557,471706,2923376,1
1756282,471706,2976011,1
1756924,471706,3023303,1
1757494,471706,3064454,1
1757793,471706,3086643,1
1758080,471706,3107048,1
1758099,471706,3108603,1
1759507,471706,3212274,1
1759655,471706,3223825,1
1760053,471706,3252387,1
1761938,471706,3391819,1
1761952,471706,3392558,1
1762304,471706,3416338,1
1762568,471706,3435899,1
1763137,471706,3476541,1
1763608,471706,3510763,1
1764163,471706,3550695,1
1764601,471706,3583307,1
1765424,471706,3642884,1
1766149,471706,3697469,1
1768849,471706,3901007,1
1770340,471706,4011139,1
1770519,471706,4025291,1
1771667,471706,4110008,1
1774781,471706,4342414,1
1775039,471706,4364306,1
1775434,471706,4393318,1
1775540,471706,4400936,1
1776410,471706,4465086,1
1776460,471706,4469829,1
1777732,471706,4564827,1
1778021,471706,4585457,1
1778358,471706,4609662,1
1778600,471706,4626767,1
1779095,471706,4663318,1
1780662,471706,4778855,1
1780904,471706,4798017,1
1781783,471706,4862169,1
1781973,471868,527302,1
1782273,471868,1996342,1
1782428,471868,2711761,1
1782429,471868,2713610,1
1783338,472438,4556195,1
1784063,473049,1592238,1
1784069,473049,1615261,1
1784235,473049,2087003,1
1784701,473049,3260111,1
1785724,473387,1042373,1
1786033,473387,1870007,1
1786051,473387,1912865,1
1786180,473387,2227999,1
1786219,473387,2340628,1
1786920,473387,4020871,1
1787694,473399,2063746,1
1789541,474172,86491,1
1790040,474172,152365,1
1790050,474172,154351,1
1790174,474172,170684,1
1790251,474172,181521,1
1790277,474172,184886,1
1790381,474172,198458,1
1790988,474172,271195,1
1791074,474172,282721,1
1791744,474172,369808,1
1791873,474172,385349,1
1792712,474172,490256,1
1793698,474172,607154,1
1793768,474172,616412,1
1793948,474172,638074,1
1794305,474172,687569,1
1794360,474172,694358,1
1794361,474172,694513,1
1794437,474172,703433,1
1794634,474172,727895,1
1795277,474172,811523,1
1796293,474172,935235,1
1796636,474172,982538,1
1797126,474172,1048970,1
1797436,474172,1085346,1
1797887,474172,1145122,1
1798494,474172,1222610,1
1799002,474172,1279916,1
1799383,474172,1330548,1
1800280,474172,1455298,1
1800300,474172,1457988,1
1800369,474172,1464735,1
1800545,474172,1487598,1
1800693,474172,1505039,1
1800757,474172,1511605,1
1801991,474172,1660727,1
1802065,474172,1672731,1
1802287,474172,1704683,1
1802479,474172,1730023,1
1802537,474172,1738394,1
1802745,474172,1763310,1
1802979,474172,1791250,1
1803534,474172,1863133,1
1803744,474172,1887471,1
1804411,474172,1968010,1
1805389,474172,2090449,1
1805491,474172,2102474,1
1806197,474172,2194897,1
1806209,474172,2195650,1
1806874,474172,2280223,1
1807390,474172,2348433,1
1808121,474172,2433939,1
1808673,474172,2500649,1
1808764,474172,2510260,1
1808832,474172,2519794,1
1809274,474172,2576917,1
1810322,474172,2709830,1
1810396,474172,2718488,1
1810590,474172,2742857,1
1812485,474172,2979151,1
1812493,474172,2980147,1
1812942,474172,3037016,1
1813259,474172,3071011,1
1813812,474172,3138433,1
1814185,474172,3183336,1
1815552,474172,3358135,1
1815820,474172,3389539,1
1815945,474172,3403819,1
1816933,474172,3522059,1
1817415,474172,3585055,1
1818015,474172,3658779,1
1818511,474172,3719342,1
1820627,474172,3992117,1
1821158,474172,4056028,1
1821231,474172,4063958,1
1822398,474172,4217055,1
1822778,474172,4266219,1
1823023,474172,4297862,1
1823363,474172,4340791,1
1823415,474172,4346941,1
1824719,474172,4511098,1
1824832,474172,4525898,1
1825217,474172,4573570,1
1825321,474172,4586108,1
1825387,474172,4593630,1
1825471,474172,4605228,1
1826561,474172,4742318,1
1826578,474172,4743662,1
1826629,474172,4751644,1
1826895,474172,4783788,1
1826988,474172,4798558,1
1827711,474761,1385719,1
1827788,474761,2279458,1
1828071,476426,235108,1
1829945,476615,26621,1
1830200,478452,867370,1
1831554,479208,1829163,1
1833138,480180,69099,1
1833692,480180,4030929,1
1834684,480201,3060714,1
1835774,480984,4427476,1
1836417,481603,1309322,1
1836566,481603,1641702,1
1836798,481603,2247881,1
1836850,481603,2374447,1
1837135,481603,3024283,1
1837592,481603,4025545,1
1837666,481603,4218375,1
1839511,483251,1202283,1
1840430,483251,2000752,1
1840438,483251,2008967,1
1840451,483251,2015946,1
1840607,483251,2164464,1
1841934,483251,3423366,1
1842779,483251,4207792,1
1842901,483251,4322886,1
1843623,484195,88890,1
1843630,484195,226200,1
1844088,484672,273393,1
1844251,484672,723539,1
1844624,484672,1606914,1
1846605,485215,289918,1
1847290,486205,2590230,1
1848300,487046,2870192,1
1848517,487046,4193202,1
1848952,487430,2923668,1
1849118,487430,4547438,1
1849588,487744,865212,1
1850022,487744,1771712,1
1850476,487744,2603808,1
1850487,487744,2622011,1
1851043,487744,3781782,1
1851408,487744,4450376,1
1852032,487858,968703,1
1852079,487858,1735047,1
1852092,487858,1997961,1
1852638,488817,4302148,1
1852859,489387,457330,1
1854248,489584,169893,1
1855489,489584,665374,1
1855754,489584,778000,1
1855973,489584,862598,1
1856703,489584,1163700,1
1857751,489584,1602957,1
1857852,489584,1645150,1
1858065,489584,1736056,1
1859939,489584,2484574,1
1859951,489584,2489753,1
1860178,489584,2582446,1
1860529,489584,2715679,1
1860656,489584,2772922,1
1861128,489584,2967834,1
1861394,489584,3064110,1
1861561,489584,3123639,1
1862592,489584,3519894,1
1863198,489584,3783361,1
1863600,489584,3931942,1
1864250,489584,4195769,1
1864460,489584,4282905,1
1864537,489584,4311189,1
1864737,489584,4392763,1
1866073,490081,223936,1
1866190,490081,1327376,1
1866892,490279,2269756,1
1867102,490279,3755451,1
1867181,490279,4359159,1
1868201,490335,3987692,1
1868311,490335,4803215,1
1870371,493062,822616,1
1870538,493062,1128610,1
1871408,493062,2638060,1
1871972,493062,3633271,1
1873095,493104,1471090,1
1873205,493104,1775257,1
1873672,493104,3186903,1
1873908,493104,3933297,1
1874344,493511,387056,1
1875832,493829,3495564,1
1876382,493951,4112632,1
1876424,494150,2193379,1
1877344,494210,4302546,1
1878081,494937,3206499,1
1878587,495782,3700512,1
1878597,495782,3873514,1
1878929,496062,1888423,1
1879415,496260,1234540,1
1880110,496280,2144504,1
1880197,496366,661744,1
1880999,497049,2780967,1
1881727,497262,1189493,1
1881965,497262,1743999,1
1883176,497356,555531,1
1883339,497356,3803891,1
1884112,498066,2776236,1
1884187,498066,4669272,1
1884669,499414,623700,1
1885447,499414,1676768,1
1886763,499414,3463557,1
1887146,499414,4000749,1
1887675,499414,4759505,1
1888588,500188,1870921,1
1888628,500188,2315378,1
1888859,500744,778904,1
1889276,500944,1621096,1
1889971,501863,2149349,1
1890746,501914,629779,1
1891190,501914,1060913,1
1891852,501914,1695599,1
1892131,501914,1954331,1
1892334,501914,2156513,1
1892399,501914,2220557,1
1892404,501914,2223346,1
1893079,501914,2864121,1
1893682,501914,3441855,1
1893960,501914,3669275,1
1894132,501914,3832612,1
1894156,501914,3852553,1
1894220,501914,3901639,1
1894270,501914,3954724,1
1894573,501914,4218441,1
1895043,501914,4624595,1
1895535,502082,55819,1
1895701,502082,100910,1
1895847,502082,145722,1
1896280,502082,256098,1
1896522,502082,337464,1
1897417,502082,598545,1
1897672,502082,677422,1
1897910,502082,754533,1
1898222,502082,846208,1
1898578,502082,951520,1
1898669,502082,976841,1
1899738,502082,1291507,1
1900940,502082,1645319,1
1901607,502082,1836059,1
1901652,502082,1849101,1
1902239,502082,2037294,1
1903436,502082,2388712,1
1903962,502082,2541522,1
1904103,502082,2583417,1
1904486,502082,2692678,1
1904587,502082,2721589,1
1905397,502082,2954931,1
1907061,502082,3461321,1
1907801,502082,3668222,1
1908257,502082,3803049,1
1908869,502082,3996181,1
